# 44c0e644-b366-446e-be6a-7ee3051d2cf6
4	8	1	12	4
0	40.6	80.7	118.3
101.5	0	113.3	149.5
130.8	51.5	0	99
136.5	70.8	30	0
1	9135	1	3
2	5514	1	2
3	12484	1	4
4	1746	1	2
1	8.4	6.3	18479	9861	15131	8289
2	96.4	13.4	20023	10796	19057	14503
3	8.2	94.2	15371	18608	20703	14563
4	88.2	92	16520	15779	18195	12270
5	11.4	4.4	30959	24224	34076	16826
6	91.1	5.4	33113	49195	23224	20317
7	15.4	87.7	60349	56199	44907	35385
8	86	92.9	0	0	0	0
1	7.4	11.4
1	9.8	27.3	7773	0	4564	4886
2	22.8	39.2	8029	7754	8982	5660
3	24.8	30.9	4497	8799	0	5600
4	25.6	34.2	6505	6800	8502	4612
5	47.9	46.2	8770	5825	6952	4259
6	44.2	44.9	0	8805	8300	0
7	52.9	54.3	8647	8853	8971	7088
8	51.5	59.7	8679	0	8621	4355
9	63.4	62	7314	6030	7250	0
10	58.3	57.4	5407	0	0	4693
11	80	70.7	7415	7300	0	6359
12	81.3	79.3	0	8855	4350	7219
