# 4a76cd12-c475-4e27-aa96-89741be7a49a
3	2	2	42	6
0	31.6	37.5
119.7	0	125
94.6	58	0
1	16097	2	2
2	16218	1	2
3	12003	1	2
4	11030	2	1
5	20809	2	1
6	21349	1	3
1	14.4	7.9	29091	66920	64449
2	91.5	16	52120	71020	77471
1	18.8	13.3
2	98.2	14.4
1	15.5	24.3	0	327	513
2	15	29.3	2833	639	8328
3	0.5	21.3	446	1833	5962
4	14.3	33	564	3158	589
5	16.8	32.3	2402	8632	5425
6	25.9	27.3	289	7964	608
7	21.3	35.7	4048	1508	0
8	28.6	24.6	0	1922	819
9	27	19.5	784	610	6298
10	33.6	35.6	7636	696	6168
11	21.5	47.7	0	5689	603
12	38.8	23.8	7834	6799	0
13	33.7	36	4811	0	8977
14	28.6	36.3	0	2607	0
15	45.3	57.9	721	632	875
16	34.7	54.6	1933	0	3161
17	42.3	47.1	298	2062	628
18	35.9	35.8	332	0	2221
19	47.1	51	756	4196	905
20	57.2	39.7	0	7299	7299
21	40.6	35.6	5523	8001	0
22	55	51	919	619	2704
23	55	63.3	105	8413	3418
24	48.6	56.4	1063	7880	4569
25	53.5	66.7	449	2220	6768
26	55.9	50.2	219	479	5615
27	58.7	50	1884	7168	2161
28	73.7	59.9	844	7889	171
29	74.2	53	698	1222	3309
30	46.8	65.7	1545	990	881
31	66.3	53.8	0	2662	3265
32	76.2	74.9	731	4478	1354
33	78.8	63.3	5761	0	4744
34	64.1	61.1	408	7332	973
35	76.2	84.2	0	197	958
36	69.9	71.8	1953	2355	6873
37	71	59.3	8955	2348	778
38	79.6	57.3	3141	3368	7082
39	89.6	73.2	2468	204	765
40	78.7	80.1	0	946	6856
41	88.4	70.6	2512	3482	8994
42	100	57.9	2724	2962	3973
