# b6877832-f5d6-4c46-82f1-e859455bd7bf
5	7	4	46	9
0	78.8	30	121	139
118.9	0	120.9	98.8	28.7
112	103.8	0	51.2	125.4
59.1	125.8	31.1	0	94.4
104	100.6	73.7	26.3	0
1	10749	1	1
2	17717	2	3
3	10848	4	4
4	16717	4	2
5	20780	4	4
6	15695	2	5
7	24879	1	2
8	14226	2	4
9	16315	2	5
1	1.4	87.1	10508	69698	7554	28411	6367
2	90.7	75.7	15045	83041	8377	32662	7109
3	12.4	84.2	21088	96021	7816	70057	10013
4	38.8	45.7	25950	145117	9099	86261	7314
5	3.2	56.7	35367	120789	10749	69284	14797
6	50.3	70.9	64556	253291	16664	153773	14318
7	65	45.8	0	0	0	0	0
1	10.1	61
2	92.2	95
3	85.2	40.3
4	68.3	81.3
1	45.2	4.3	482	464	882	0	935
2	39.1	71.4	37317	370	488	669	911
3	30.6	91.2	246	282	0	965	542
4	22.4	29.2	711	825	595	841	567
5	80	69.1	198	678	739	147926	926
6	1.7	93.8	341	560	935	518	935
7	35.6	62.4	398	900	479	571	0
8	81.5	13.7	409	438	114	178	563
9	86	65.4	974	912	560	755	860
10	62.6	19.3	255	112	646	168	224
11	3.2	95.5	551	858	962	893	351
12	74.6	43.4	592	586	676	489	419
13	26.3	69	588	488	215	386	981
14	95	44.7	0	0	447	0	807
15	8.3	27.9	351	528	722	292	304
16	13.3	45.1	758	203	332	238	0
17	67.8	62.8	720	351	693	565	939
18	59.6	19.1	930	639	542	256	513
19	86.4	73.9	514	267	978	605	614
20	64.9	84.4	924	528	875	488	633
21	42	29.1	152	640	765	0	0
22	75.1	43.5	176	871	369	0	693
23	40.6	22.2	556	155	614	753	640
24	88.8	64.6	0	769	534	702	126
25	46.8	62	646	460	329	0	0
26	45.2	64.3	736	976	906	214	0
27	0.9	23.2	0	759	239	387	552
28	14.9	69.2	564	147926	187	965	479
29	57.1	15	0	101	157	929	125
30	29	69.1	970	625	923	240	520
31	0.9	56.9	721	0	746	655	383
32	45.2	83.4	928	559	952	291	191
33	37.3	55.3	0	818	456	648	665
34	59.1	15.8	518	626	327	639	189
35	77	40	738	147926	994	793	448
36	46.2	46.8	734	0	0	672	916
37	74	95.3	221	192	429	858	125
38	63.4	44.1	0	162	744	0	891
39	71.1	37.5	873	787	0	349	131
40	57.8	73.8	157	627	780	251	968
41	71.1	86.6	697	683	237	837	315
42	40.3	43.9	0	735	370	209	517
43	52.9	38.9	754	181	650	226	640
44	94.3	67.1	325	320	858	116	968
45	51.8	43	814	0	426	412	0
46	65.3	76.5	168	134	0	308	342
