# 3014e024-aa3c-4d0e-a192-7665d7835fca
5	7	5	16	7
0	168.4	329	351	482.5
356.8	0	208.1	407.2	454.5
298.4	457.6	0	435.8	392.6
257.1	281.4	229.1	0	151.8
402.6	257	282.9	285.7	0
1	2668	4	4
2	1551	2	1
3	3190	5	5
4	2139	2	5
5	1307	2	1
6	3737	3	2
7	3646	1	1
1	5.4	11.6	10859	10003	10958	10336	10421
2	88.6	24.7	18704	17278	10774	20400	9479
3	9.4	90.3	14444	13490	12433	19340	14643
4	88.4	85.3	13075	13058	21452	26394	19924
5	7	10	18045	20941	16853	18907	15303
6	85.9	7.6	54424	44580	26591	42266	24791
7	13.3	87.9	0	0	0	0	0
1	8.9	28.4
2	67	23.6
3	6	89.6
4	96.9	80.3
5	10.2	7.9
1	0	22.9	5193	0	0	0	0
2	19.1	25.6	0	0	0	5962	8781
3	21.9	6.3	0	0	0	5950	0
4	28.2	35.8	4378	0	0	0	0
5	28.6	36.5	7673	0	8916	0	4286
6	39.3	34.3	0	4445	8848	8065	8186
7	48.8	52.5	0	6559	0	6478	5822
8	40	51.3	6405	6513	4924	8106	5707
9	44	42.5	5583	4649	8956	0	0
10	61.7	53.7	4292	0	0	0	0
11	57.8	66.3	0	7708	4184	5033	0
12	64.6	65.6	0	0	0	0	5391
13	65.6	73.5	7120	4915	0	5925	7737
14	92.3	64	4478	0	7464	6193	0
15	80.7	62.8	0	6353	0	5586	0
16	82.7	65.5	8435	5156	0	0	0
