# c8cd51cf-98da-4d4d-8893-f7bcfa367da9
3	3	3	16	5
0	89.6	871.3
432.6	0	1136.7
2238.5	97.7	0
1	5115	2	2
2	6324	2	1
3	4671	3	2
4	4233	2	3
5	6236	3	2
1	3.4	10.5	9648	17416	15571
2	92.4	9.2	19956	24530	18833
3	9.1	98.2	8824	0	7727
1	0.1	22.3
2	95.9	7.5
3	0.6	99.3
1	16	23.2	0	6781	0
2	34.8	23.7	4486	0	0
3	8.2	28.3	217	0	0
4	25.9	29.9	5951	8403	0
5	23.9	31.5	8111	366	962
6	38.8	39.9	0	3580	0
7	61	39.6	390	994	772
8	51.5	39.9	0	0	279
9	53.6	63.9	0	0	2338
10	61.6	51.4	0	0	2585
11	72.2	58.1	0	0	8120
12	64.6	61.5	3620	5861	3485
13	70.8	69.6	0	510	1998
14	78.7	66.2	0	5583	8858
15	90.8	70.6	7065	5219	8111
16	89.6	61.5	7399	0	3319
