# 0d73bbad-a3d5-49b4-94c5-a9c309f4b4de
2	4	4	35	7
0	2295.8
2290	0
1	6147	3	2
2	9191	4	2
3	8516	4	1
4	6752	1	1
5	8400	2	1
6	9389	2	1
7	7039	4	2
1	25.3	29.5	3144	19491
2	58	67.9	4311	18738
3	15.2	7.5	8079	29740
4	5.2	86.3	0	0
1	95.8	30.9
2	42.5	37.6
3	81.4	41.2
4	82.5	93.7
1	46.3	38.2	0	644
2	78.7	27.4	857	0
3	12	27.5	0	845
4	8.7	23.6	0	944
5	10.7	82.7	0	877
6	59.4	66.3	0	128
7	88.1	90.6	672	797
8	53.8	47.6	938	278
9	6.5	64.1	150	298
10	83.7	81.4	0	810
11	35	90.5	119	0
12	94.2	66.1	0	275
13	18	89.2	106	0
14	21.4	26.9	0	406
15	46.5	15.8	697	0
16	6.4	98.8	0	155
17	44.3	61.3	211	0
18	60.2	64.5	0	529
19	39.3	50.9	0	833
20	70.2	16.8	0	406
21	98.2	76.4	584	0
22	75.4	67.9	568	704
23	38.5	21.2	626	382
24	81.9	70.1	506	943
25	18.8	17.8	726	375
26	95.1	15.7	788	0
27	39.4	55	861	831
28	45.9	30.9	188	0
29	51.4	46.5	0	436
30	69.4	44.7	559	608
31	2.8	64.4	188	30827
32	76.3	34.4	0	280
33	98.3	89.1	249	882
34	64.5	74.7	238	118
35	22.2	58.2	993	0
