# 79e5e9bc-e035-41a9-bb35-4c14aaad5ecf
5	8	4	15	4
0	358.7	408.7	1835.7	1363.5
589	0	200.9	1427.1	1769.5
1567.4	397.7	0	2181.2	1724.7
154.2	577.7	30.9	0	1283.6
418.5	689.3	2478.2	399	0
1	3909	2	5
2	2187	2	5
3	2607	3	3
4	1281	3	1
1	51.8	3.8	8921	13419	5869	7039	12796
2	6.2	17.7	9208	8463	5536	10504	15069
3	6.5	97.1	11915	11785	5156	8373	14770
4	88.3	36.6	11778	10496	8797	9237	12705
5	76.7	35.9	23734	18221	8075	21319	22099
6	50.8	86.5	17256	16198	17546	14812	26976
7	52.3	50.6	41075	23793	15332	40949	29555
8	32.7	95.3	0	0	0	0	0
1	19.5	91.9
2	42.1	13.2
3	87.7	25.9
4	71.2	96.1
1	38.6	23.8	4052	0	0	4627	6067
2	43.7	99.2	7970	0	0	5053	4993
3	49.5	51.8	0	0	6320	6778	8652
4	94.5	25.9	8986	5621	5806	6310	7316
5	7.7	87.8	4212	8605	0	0	5889
6	30.9	57.4	7055	8178	0	5123	7158
7	75.1	47.4	8065	5071	8433	0	0
8	22.2	34.4	6466	7985	0	8176	0
9	9.5	78.6	4053	7599	0	0	4068
10	64.4	46.8	4471	8740	0	5548	0
11	6.5	3.1	0	4382	8441	5798	4612
12	11.2	69.9	4202	7701	0	5788	6449
13	22.2	8.7	0	0	0	0	8982
14	42.4	32.8	6786	0	4865	0	0
15	36.7	89.5	0	8755	4533	6884	6893
