# 333ca206-0435-41a9-a1b5-9b0b8fd5543f
6	1	1	15	8
0	96.8	50.9	107.6	46.7	146
35	0	49.9	34.7	109.1	45.5
116.8	82.4	0	68.5	26.3	142.2
73.9	94.5	139	0	139.9	144.5
26.4	95.9	147.1	97.9	0	75
131.5	60.7	149	44.2	65.8	0
1	1217	1	1
2	1486	1	3
3	3980	1	5
4	1741	1	2
5	2403	1	4
6	1741	1	6
7	1520	1	4
8	2670	1	6
1	8.9	11.8	42924	31648	41139	50837	43989	51547
1	4.5	21.4
1	75.1	15.9	0	4922	8131	7213	2932	1635
2	68.2	42.5	7044	3760	5771	1859	2684	167
3	62.2	80.9	0	1317	0	7179	3639	3015
4	61.2	68.8	4516	750	512	355	4384	2940
5	86.3	85.4	2430	1065	5568	458	498	5151
6	69.8	61.4	7592	4720	3214	130	657	0
7	72.3	45.6	3315	610	1953	1910	319	8020
8	69	39.7	4915	704	5793	4997	4018	4318
9	58.8	47.1	0	0	2555	393	372	5267
10	83.6	22.4	1047	5410	817	3650	3891	2125
11	59.5	33.5	4469	463	452	814	8071	2731
12	57.9	55.6	3082	3596	671	436	1732	3050
13	65.3	45.7	904	925	2564	2387	0	1074
14	52.5	0	0	407	231	8015	0	8411
15	73.2	68.1	576	762	0	7448	7683	0
