# 075f32dd-0a76-49f4-b9fe-ba4efbfbcb23
1	5	2	31	1
0
1	13932	2	1
1	52	29.6	11595
2	37.9	34.2	15806
3	41.3	61.4	23234
4	59	93.1	41342
5	87.8	6.2	0
1	17.6	59.3
2	10.7	76.1
1	15	13.7	1422
2	88.7	93.6	1838
3	90.5	3.3	1659
4	69.8	96.5	2826
5	16.6	52.9	2769
6	14.4	1.1	3009
7	0.1	41.4	1492
8	81.3	1.8	2829
9	46.5	73.2	2208
10	51	63.8	1786
11	45.4	87.2	2647
12	68.7	11.3	3232
13	99.6	54.1	3589
14	65.9	83.1	2834
15	95.1	41.3	2148
16	35.2	81.3	1795
17	50.2	67.9	3735
18	90.7	28.2	2699
19	6.4	35.7	1231
20	0.8	12.5	2924
21	13.1	64.2	1896
22	3.1	99.6	1597
23	75.6	33.8	3501
24	74.1	11.2	3298
25	22.5	57.2	3386
26	89.9	17	1802
27	1.8	45.7	1473
28	24.4	39.9	1035
29	31.2	47.4	2552
30	73.3	88.1	1359
31	11.3	65.1	3174
