# 3ea74b9f-84b8-4627-b509-14e3ab61ab12
4	1	3	46	7
0	732.3	1025.1	869.4
1843.9	0	1856.3	911.1
524.1	542.2	0	2231.7
1858	1462.6	2309.3	0
1	21367	3	3
2	1443	2	4
3	8126	3	1
4	3861	2	2
5	9842	1	4
6	10232	3	2
7	9506	3	2
1	21.3	96.6	142542	28736	13467	13450
1	46.2	54.5
2	50.2	62.8
3	96.8	4.7
1	44	15.9	0	160	682	197
2	84	26.9	699	0	0	0
3	5.7	68.6	64377	625	604	698
4	14.9	36	471	0	465	0
5	44.8	31.5	686	309	572	0
6	0.8	88.5	692	939	600	0
7	0.4	90.2	255	0	520	332
8	15.8	54.6	0	0	888	153
9	92	40.6	451	729	906	0
10	30.7	0.3	0	0	741	0
11	81	54.5	0	0	0	855
12	2.6	45.4	0	743	0	0
13	44.2	14	0	731	0	0
14	21	27	0	171	0	528
15	3.2	76.1	236	12502	955	692
16	38.1	93.8	551	667	0	595
17	97.8	18.2	271	977	0	0
18	94.6	73.3	241	603	458	790
19	77.5	59.3	0	702	260	0
20	60.8	16.8	0	352	0	0
21	76.4	82.8	139	0	526	0
22	2.5	30	0	0	0	708
23	84	16.5	0	944	729	0
24	21.6	59.3	0	428	0	801
25	23.5	27.8	818	229	0	0
26	76.5	9.3	0	927	260	720
27	92.9	17	814	236	0	376
28	80	84.1	258	0	0	0
29	31.2	72.6	0	635	0	0
30	75.2	0.5	114	0	0	479
31	2.7	13.9	0	740	745	0
32	85.6	0.3	136	196	0	0
33	52.2	80	0	0	973	826
34	25	34.5	0	0	664	832
35	62.9	85.3	183	309	0	444
36	21.1	12.3	967	375	0	413
37	87.1	28.4	203	0	707	0
38	82.4	97.3	0	347	0	824
39	16.3	41.5	870	909	0	0
40	87.7	12	64377	0	0	762
41	72.1	84.5	791	0	0	0
42	40	95	149	432	0	0
43	52.4	54.9	152	480	868	0
44	78.7	18.4	0	0	0	971
45	87.3	29.4	0	346	0	0
46	12.2	91.3	0	259	0	110
