# 23f5c334-7855-4bd2-8fdb-c4e4db0068f7
4	6	5	9	1
0	2435.7	1462.4	2181
2323.4	0	2035.1	786.6
821.8	832.9	0	2481.6
1254.6	732.1	970.5	0
1	6621	5	3
1	28.3	19.4	6657	13323	9956	7980
2	2.8	45.5	14143	9864	10567	12354
3	73.9	32.1	12916	12139	14346	18662
4	13.4	0.6	27312	25541	17764	18197
5	3.6	11.7	25165	33601	39587	25560
6	35.8	6.7	0	0	0	0
1	82	72
2	93.4	8.5
3	64.7	74.1
4	89.6	56
5	70.4	62.8
1	24.8	65.3	6621	0	5868	5841
2	29.4	11.7	6621	6621	6621	6621
3	16.3	96.9	6621	6621	6621	0
4	71.1	99.1	6621	6621	6621	6621
5	70.8	58.1	6621	5834	6621	6521
6	94.3	28.8	6621	6621	6621	6471
7	89.9	78.5	6329	6621	2428	5884
8	91.8	41.7	5134	6621	4296	6621
9	78.9	59.8	0	6621	6621	4984
