# 47cd885d-b1e3-4f2c-bdfe-b778080a0e3c
4	7	3	29	8
0	82.8	308.5	287.4
136.8	0	58.6	120.8
68.7	108.7	0	564.3
70.9	113.3	98.9	0
1	8342	3	1
2	7779	1	2
3	7573	1	3
4	4191	3	2
5	5748	1	3
6	5208	2	1
7	6814	1	3
8	6165	3	4
1	6.8	3.9	8438	9092	17108	8944
2	89.9	17	18835	8166	18042	15780
3	7.1	90.2	14015	15171	16125	19640
4	91.6	90.2	20210	22948	26246	22401
5	14.7	8.4	41391	30130	40915	25445
6	90.5	16.4	53666	45154	55718	59106
7	8	95.4	0	0	0	0
1	1.9	4.3
2	88	11.6
3	9.9	89.3
1	11	21.4	2406	0	1189	2829
2	6.6	18.2	0	3729	1047	0
3	35.9	37.2	0	1567	1402	0
4	24.5	23	3117	0	1594	1501
5	16.2	24.6	2037	2010	2095	2402
6	30.1	20.4	1405	1082	2265	3835
7	20.8	25.3	2429	3652	0	3995
8	34.6	50.9	3842	2971	0	2227
9	30	52	3431	1050	1857	0
10	48.1	45.1	0	0	2374	0
11	41.8	35.8	3214	2387	1468	0
12	29.2	25.4	3121	0	1137	3054
13	43.7	45.2	2068	3559	2933	3874
14	59.9	37.6	3231	1208	3909	2028
15	42.5	44.8	3080	0	2416	0
16	44.6	56.4	1308	2416	2528	3071
17	46.2	53.8	3190	3764	2755	0
18	63.6	55.7	3624	1735	0	1741
19	58.3	48.4	1135	0	3848	1614
20	60.8	53.2	3406	2957	1346	1596
21	66.1	58.2	3074	1645	3462	3086
22	77	54.5	1791	1903	1694	0
23	82.4	67.8	3920	1289	2908	2416
24	63.6	63.9	2087	2564	1322	3597
25	81.1	69.7	0	2876	1789	3330
26	93.4	64.2	0	1888	3880	3401
27	93.1	85.6	2797	0	3184	3177
28	75.3	63.2	0	2498	0	2044
29	92.4	83.5	1989	1025	3332	0
