# b1ad52f4-d137-4bd1-96bb-f2f726c56439
5	2	3	29	6
0	141.9	1400.4	62.3	1824
726.9	0	90.9	78.9	106.9
443.8	118.8	0	333	120.3
327.1	1070.2	781.8	0	363.6
1262.6	54.9	122.8	81.3	0
1	12009	3	3
2	10426	1	5
3	11229	2	2
4	19166	2	5
5	21580	1	4
6	12482	2	1
1	12	2.1	90215	71154	113204	109844	89627
2	88.8	14.6	134907	137658	81445	118395	98400
1	0	10.7
2	80.2	16.5
3	15	0.7
1	13.1	65.1	0	6236	7822	8429	6241
2	37	25.7	7567	4571	4093	5625	6429
3	25.8	23.6	6754	8119	5888	8964	5083
4	38.2	36.4	4364	8391	5202	7586	4246
5	31.3	26.4	8533	8318	7583	5826	6091
6	24.1	51.5	8401	8022	7576	5382	4625
7	36.3	61	7991	6149	4625	0	5321
8	28	72.6	8874	5460	5145	7841	8372
9	15.2	67.1	7265	0	8583	8011	7589
10	30	19.7	4620	0	5816	8456	5930
11	37.9	13.9	5494	0	5525	5378	6299
12	15.6	59	7758	8066	7221	6198	0
13	46.3	34.4	4504	4241	6269	6491	0
14	52.4	99.6	7805	7904	7414	7281	4616
15	31.7	80	5364	4678	0	8976	5449
16	43.1	68.6	7661	6160	6506	4094	6928
17	39.6	88.3	6714	4602	0	4053	6047
18	53.9	82.8	6495	7804	0	4653	5998
19	39.5	68	8582	4233	5048	7286	0
20	54.7	73.3	4877	6095	8391	5443	5626
21	39.9	64	0	7202	5428	7487	8141
22	11.1	83.3	8240	5035	0	6392	4289
23	41.8	53.6	5857	7503	7993	4111	5696
24	56	64.8	4062	8724	0	8643	4626
25	34.4	69.5	8926	5572	6454	8307	7061
26	38.6	38.3	5220	7052	7672	7051	6069
27	38.7	76.2	8736	7405	4717	6873	6440
28	35.6	72.5	7335	7013	8450	4236	8916
29	45.8	53.7	4142	4390	8065	5590	0
