# ca481cee-8ae4-47a8-85b8-73db10c410c6
5	3	5	47	5
0	1508.6	1339.3	952	1422.1
2474.7	0	1387	1870	2481.7
553.3	1084.5	0	2038.2	2355.9
2064.5	2450.6	1524	0	1390.6
2401.3	572.9	1656.4	1268.1	0
1	18569	1	3
2	20700	2	4
3	17244	5	4
4	22608	1	1
5	17024	1	4
1	8.2	3.5	34240	54184	60021	57997	33317
2	87.8	19.7	89604	62447	85724	104972	48961
3	7.5	92.7	9699	32901	19429	27846	70996
1	0.3	3.8
2	94.7	24.6
3	1.2	87.9
4	10.3	22.2
5	84.7	13.3
1	1.3	30.6	3770	233	0	0	979
2	17	17.8	0	5298	1381	414	0
3	18.3	28.5	0	0	1006	0	0
4	14.4	32.4	0	6525	959	4772	310
5	9.7	30.1	0	359	8723	0	899
6	19.9	35.2	4656	0	0	839	1686
7	9.4	30.9	733	4969	499	787	0
8	28	25.3	1205	4911	6790	659	8160
9	11.3	32.2	0	0	0	0	1838
10	34.6	37.5	832	3818	0	238	2065
11	40.2	26.8	582	402	8813	6134	0
12	34.4	45.7	577	0	0	3410	5221
13	26.9	41.2	2613	327	6163	293	481
14	24.1	41.4	3632	2474	533	537	7805
15	53.4	41.5	0	467	8560	8281	0
16	43.9	32.2	0	1812	2743	3747	0
17	30.6	42.9	0	100	296	263	4043
18	33.9	42.7	338	0	0	0	8879
19	53.7	51.7	8138	890	0	5516	3405
20	35.6	40.5	716	0	0	755	0
21	48.8	46.1	5634	7420	2450	2896	1297
22	44.1	50.1	0	658	1672	0	0
23	56.1	49.1	5007	0	0	1153	6011
24	45.9	46.7	403	0	5603	178	2126
25	48.2	61.6	446	7454	0	7235	0
26	46.6	43.2	1640	774	7655	0	3156
27	61.3	49.6	889	2887	2923	4794	2687
28	78.7	46.2	223	7238	0	6577	624
29	56.9	53.4	1749	0	1069	3724	0
30	59.5	62.2	1376	2425	1071	8750	1482
31	61	64.9	0	1864	0	7240	0
32	59.4	66	896	692	3546	892	4641
33	60.9	64.3	0	3024	437	2594	0
34	75.9	61.6	155	332	107	3995	522
35	69.6	53.9	250	5782	601	653	0
36	68.1	72.4	6501	440	7632	3159	0
37	70.2	69.4	0	0	0	4831	873
38	65.2	68.3	7367	0	3938	0	0
39	80.9	73.1	2558	0	560	0	3324
40	71.8	71.5	2993	959	0	2368	833
41	89.1	54.4	7269	1908	4997	3454	0
42	78.4	64.5	768	290	2066	5942	8892
43	77.6	60.4	285	4161	1466	739	621
44	94.4	72	0	0	5064	8467	1723
45	72.8	74.7	7374	6311	0	274	469
46	92.9	60.4	0	3665	130	0	8220
47	81.8	80.3	0	473	1444	0	356
