# 5cadf8da-3bc9-4f69-8073-80613834b1fc
2	8	5	11	3
0	447.8
126	0
1	15874	3	1
2	3934	4	1
3	2152	3	2
1	11.7	15.2	2734	6605
2	96.9	16	4365	5194
3	11	82.4	3244	8378
4	90.7	95.7	6202	7222
5	10.9	10.8	7578	7906
6	91.5	9.7	11296	21715
7	6	90	14152	32118
8	91.5	89.4	0	0
1	12.4	8.3
2	89.8	14.1
3	4.9	85.9
4	87.5	94.5
5	6.1	16.5
1	0	26	0	1107
2	25.1	28.9	5924	5805
3	32.8	30.6	167	4007
4	43.9	30.4	0	8585
5	38.4	37	722	0
6	59.4	62.1	0	1679
7	55.2	49.5	6980	0
8	64.8	60.2	0	6012
9	72.9	75.9	757	3280
10	77.9	69.1	131	779
11	74.6	75.3	0	302
