# 7a5f0205-cd06-4e8c-aa04-094a119d81cd
4	1	5	11	5
0	810	1534.9	1212
2193.5	0	2477.9	1953.7
2096.2	1896.9	0	1644
2053.1	838.6	1800.5	0
1	19386	4	2
2	14833	2	1
3	24253	1	2
4	14912	1	3
5	18567	3	4
1	50.8	1.1	7046	231596	103471	3401
1	56.3	5
2	26.1	77.6
3	65.1	91.4
4	59.1	25.5
5	45.4	95.5
1	60.2	27.3	419	91951	577	0
2	2.2	99.8	823	269	306	143
3	77.5	20	444	629	438	258
4	99.7	69.7	922	0	79420	775
5	1.2	93.8	838	0	481	0
6	29.1	4.7	0	0	111	390
7	35.1	15.8	661	104	241	0
8	41.9	20.9	424	0	378	232
9	46.3	15.8	937	0	0	453
10	84.5	8.4	157	91951	0	118
11	20.7	53.4	0	0	658	346
