# 029ec8c2-97c3-4159-8901-35d6dfc376ed
3	6	2	11	5
0	496.5	167.5
326	0	402
182.6	188.5	0
1	19632	1	1
2	11101	1	1
3	19596	1	2
4	22182	1	1
5	19645	1	3
1	16.1	8.1	2539	9452	22993
2	83.9	15.7	6253	9439	26919
3	12.7	83.6	3820	13653	41693
4	96	84.3	9620	18184	28032
5	7.3	17.9	15001	28276	54364
6	87.8	13.7	0	0	0
1	0.1	6.2
2	85	5.6
1	24.9	17.1	1301	0	3856
2	12.9	24.9	1714	2178	1073
3	21.7	16.3	2137	0	3742
4	39.5	46.2	2576	2366	2522
5	48.9	42	0	0	1289
6	37.6	58.4	0	37554	0
7	50.5	45.7	0	2169	92156
8	69.5	63.2	3275	2857	2045
9	77.2	69.1	3220	1078	1052
10	77.5	69.1	2593	3596	0
11	87.5	68.9	3734	1500	2730
