# 2c68516d-9a8f-484a-a6f1-43335104561e
1	5	2	25	7
0
1	24728	2	1
2	15664	1	1
3	21884	2	1
4	14158	2	1
5	17109	2	1
6	15874	1	1
7	24045	1	1
1	60.8	65.9	13659
2	18.1	35.9	21101
3	57.4	44.9	21253
4	38.3	4	43291
5	91.4	6.6	0
1	63.6	10.5
2	48.2	36.8
1	75.4	28.5	3574
2	60.4	33.4	1992
3	36.9	98	3911
4	39.8	36.6	1444
5	68.3	27.4	2005
6	25.7	81.1	1654
7	28.6	87.7	2347
8	43.8	2.2	1446
9	86.4	49.3	2809
10	27.8	54.2	2099
11	49	4	1625
12	67.7	50	3102
13	55.6	0.5	1469
14	0.6	21.1	2278
15	5.4	9.7	1666
16	37.1	78.7	2286
17	10.9	71.1	3893
18	83.1	21.2	1537
19	62.5	37.9	3587
20	61.8	49.7	3709
21	28.6	36.2	2029
22	64.3	44.2	2173
23	85.8	23.2	1057
24	79.1	35.7	1602
25	35.2	94.1	2765
