# f277e02d-7712-4645-aa0f-8504b1b00fec
2	7	2	42	1
0	392.6
471.8	0
1	5255	1	1
1	10.1	10.6	11425	13469
2	93.1	6.4	11348	16189
3	6.8	79.2	11110	10009
4	87.9	88.2	22703	18318
5	13.6	16.9	21327	17372
6	90	17.8	41411	41969
7	7.9	95.2	0	0
1	25.8	10.8
2	87.9	3.9
1	91.1	14.2	0	2843
2	74.6	7.1	1772	0
3	93.2	74.9	0	1400
4	100	70.7	0	3330
5	97.5	13.7	3453	3581
6	85.5	21.2	0	1544
7	94.9	0.9	0	2861
8	88.8	86.3	0	3019
9	62.7	28	0	1238
10	67.4	27.4	2535	2294
11	51	49	3481	0
12	53.9	6.7	0	3844
13	75.7	13.6	0	1072
14	8.4	37.5	1087	3806
15	30.2	38.5	3568	0
16	44.5	55.2	3801	0
17	77.8	90.9	2074	2185
18	71	69.9	0	2036
19	78.4	15.1	0	2322
20	59.5	20.4	0	3380
21	28.3	32.7	2246	3926
22	23.5	48.6	2624	1430
23	21.4	37.2	2849	3187
24	82.2	39	0	2588
25	97.8	17.2	3714	0
26	7.1	29.6	1346	0
27	80.9	84.3	1238	3337
28	56.8	12.8	3564	0
29	74.4	92.6	1398	3854
30	94.6	86.7	3027	1926
31	60.2	29.7	3458	0
32	62.1	11.6	0	2377
33	71.8	9.1	0	3824
34	23.8	37.3	0	1767
35	89.6	69.9	3838	0
36	77.2	0.5	0	1232
37	87.1	70.8	2465	1675
38	48.4	33.5	0	2857
39	81	89.9	1493	3220
40	69.1	23.7	3008	0
41	14.4	35.6	3695	0
42	94.2	4.9	2646	0
