# 5a5a7b93-9c60-4c37-aada-3350a93c78ad
3	4	2	24	3
0	315.4	193.9
374.2	0	220.5
384.8	189.1	0
1	10937	1	3
2	14677	1	3
3	21913	2	3
1	10.8	66.4	9395	4101	20116
2	57.8	34.1	17854	4133	35118
3	65.3	64.8	14511	5626	54977
4	18.2	69.7	2348	0	0
1	19.1	64
2	87.5	91.8
1	30.1	98.7	424	764	47527
2	34	29.8	0	331	702
3	93.6	40	347	730	292
4	98.7	4.4	460	169	439
5	52.8	76.5	711	214	635
6	92.4	33.8	0	540	727
7	3.7	58.4	303	326	817
8	15.3	82.8	409	239	967
9	18.3	71.6	638	0	264
10	57.5	34.4	749	301	301
11	91.4	12.1	156	660	0
12	77	90	0	567	634
13	21.5	10.9	0	352	0
14	60.3	7.3	155	399	692
15	31.1	69	229	0	133
16	83.1	5.3	975	0	458
17	61.6	20.1	403	508	561
18	43.2	88.2	818	403	521
19	14.4	72.1	532	385	110
20	51.6	27.8	19790	0	969
21	98.8	30.5	688	563	810
22	37.1	19.1	0	123	0
23	6.8	95.2	101	208	454
24	79.3	2.9	404	357	611
