# 6382c08b-c3c2-458f-9e10-4e2ba4eb7d04
6	2	1	14	5
0	496.4	461.4	453.9	275.9	408.1
450.6	0	270.3	440.7	231.9	233.5
413.9	313.5	0	354.4	186.8	180.5
464.8	440.7	240.5	0	385.4	449.5
451.4	152.9	402.7	360.8	0	303
426.6	215.4	322.9	260.3	269.2	0
1	2476	1	5
2	17759	1	4
3	3152	1	5
4	1146	1	2
5	6760	1	3
1	14.8	10.5	30023	36980	43671	37084	39168	44461
2	87.5	10.7	23659	19553	37468	18462	19393	24804
1	12.5	5.4
1	46.1	39.2	1948	796	5859	316	977	4182
2	55.2	42.5	2394	4642	7513	433	664	3757
3	46.9	66.2	4091	5817	0	5638	8272	503
4	54.9	70.3	3823	1180	6092	596	3575	7377
5	39.8	90.8	4628	1949	7096	6610	7009	2076
6	36.4	73.1	578	446	6904	2765	1801	3429
7	59.1	72	3637	2274	8124	1908	642	6488
8	50.6	68.8	691	1721	2024	1898	1583	695
9	56.4	81.6	3267	4148	921	2134	4932	759
10	43.9	70.4	6814	270	8723	2719	4694	541
11	54	81	230	7831	2445	2144	4607	254
12	42.1	37.5	1837	359	819	1038	773	7060
13	50.8	59.8	3312	8262	370	7654	1347	6107
14	42.3	86.8	545	107	236	3254	354	5538
