# 603f161b-2c83-41e9-a7fe-0753674bd4ab
6	7	2	29	3
0	260.1	369.4	285.5	303.7	246.4
396.8	0	432.9	384.2	409.8	292.3
349.5	397	0	341.2	225	419.1
345.4	408.9	239.7	0	370.2	253.1
381.1	182.1	333.3	443.5	0	346.6
448.1	311.3	471.3	366.5	470.7	0
1	23408	2	2
2	1786	1	5
3	7536	2	5
1	7.3	10.5	1406	2755	1722	12938	5182	1962
2	92.4	9.5	2550	3512	1985	14174	4830	2310
3	14	85.2	2681	3057	1930	10367	9690	2106
4	86.9	86.1	2628	3515	2134	18877	11970	2877
5	6.2	1.7	3391	4535	4205	20604	19531	2643
6	89.2	15.7	3632	6010	6015	36769	17299	4711
7	11.3	95.2	0	0	0	0	0	0
1	8.7	19.2
2	79.4	22.3
1	50.4	52.3	414	304	274	401	0	0
2	33.5	27.1	310	714	623	0	0	0
3	56	84.1	559	849	979	772	789	151
4	15.4	41.4	0	438	293	647	0	736
5	80.7	46.2	0	959	434	980	569	418
6	13.6	85.7	973	0	930	32730	0	409
7	44.4	59.6	0	0	0	544	651	212
8	19.1	41.1	171	0	116	100	817	501
9	38.1	26	164	304	0	931	433	255
10	52.8	83.6	765	970	393	625	0	343
11	89.1	72.8	0	0	390	892	0	0
12	83.8	82.6	267	755	238	0	0	625
13	81.4	61.4	911	212	177	0	115	0
14	23.8	68.6	683	0	0	0	894	0
15	61.1	72.7	184	978	564	633	0	0
16	21.4	41.2	616	787	197	729	0	0
17	30.6	53.9	717	2967	0	32730	0	539
18	37.8	77.5	626	428	0	382	0	0
19	31.8	53.2	0	486	0	0	0	937
20	21.6	40.7	489	0	694	950	832	874
21	96.5	72.8	351	523	734	0	0	0
22	24.3	23.5	0	468	706	822	32730	0
23	18	56.3	0	174	755	214	425	0
24	40.3	83.1	0	818	668	803	458	684
25	18	43	957	0	247	0	467	660
26	31.6	86.3	0	173	202	205	911	637
27	88.1	82.2	919	0	124	0	951	797
28	74.7	69.8	0	661	345	822	670	423
29	77.5	95	0	393	427	667	212	0
