# 956652d1-950d-40a3-a0a7-33f66e29d554
6	8	3	48	3
0	129.2	104.1	41.6	97.3	136.4
36.5	0	86.4	83.4	91	146.6
123	124.3	0	107.6	147.4	50.6
147.5	142.1	44	0	134.7	42.9
59.7	134.7	29.4	70.6	0	33.8
31.5	120.9	132.6	134.7	140.2	0
1	20977	3	6
2	1202	1	1
3	16797	1	5
1	9.3	8.5	11861	9240	15380	7989	15011	10644
2	91.3	10.6	15873	17452	12762	16595	14087	15251
3	17.8	82.8	19633	21660	10917	15973	11490	15894
4	85.6	85	19278	15271	24567	17926	18417	15123
5	10.8	4.7	33406	26189	27715	30121	21872	31980
6	91.3	10.9	28892	24594	29950	18401	19916	27641
7	9.6	87.5	52230	39373	31994	54962	48793	71324
8	88.6	85.2	0	0	0	0	0	0
1	5.3	0
2	89.9	0
3	17.7	82.3
1	16.1	32.7	2473	0	2870	0	3081	0
2	25.8	22.8	2830	3789	3562	0	3486	3074
3	19.3	25.4	3814	1275	2185	1778	1620	3358
4	4.9	27.1	3344	3185	1562	0	0	2526
5	14.7	26.3	0	0	0	0	0	2711
6	23.6	36.7	2883	2185	1563	2639	0	0
7	11.7	35.3	0	2492	2230	3391	0	0
8	34.8	12.1	0	0	3094	3476	3188	0
9	17.1	39.9	1958	3312	0	1116	3478	0
10	37.5	43.3	0	1125	3005	1730	2094	2887
11	29.7	30.6	1882	0	1862	2562	1814	2040
12	36.1	41.5	1846	1757	0	1258	2198	2777
13	30	35.1	0	2922	0	0	0	0
14	11.9	39.4	0	0	2853	2244	1818	0
15	34.5	46.8	3468	1514	0	0	1483	1427
16	47.7	30.6	2467	1430	1860	1243	3495	3006
17	37.1	40.1	0	0	2133	0	2948	2474
18	42.2	47.6	1846	0	0	3480	0	1250
19	49.3	37.8	1522	0	0	0	2376	2960
20	46.5	57.2	3286	0	1185	2103	0	1749
21	34.6	38.3	3245	3574	3463	1651	1262	0
22	41.1	31.6	3373	0	1779	3869	2467	0
23	42.2	30.4	2395	3514	3123	1499	0	1387
24	50.1	53.2	1045	2739	2406	1342	0	1530
25	51.9	62	3941	3737	3897	2126	3282	3663
26	54.3	31.3	2382	2837	2514	2936	3909	3992
27	49.8	38.4	2263	2422	3684	3639	0	0
28	66.8	48.1	0	2087	3952	0	0	3689
29	50.4	53.6	1601	1584	1093	1302	0	2969
30	61.4	37.8	2817	2041	2252	0	0	2413
31	59.6	56.6	0	0	0	2334	1956	3806
32	72	70.9	0	0	2897	2387	1553	1863
33	76.6	64.1	3391	0	0	0	2763	3884
34	54.7	65.1	2401	3080	3393	2551	1615	0
35	81.3	71.7	0	2516	2732	3647	3310	3592
36	76.6	53.1	0	2196	3407	2502	2088	1735
37	75.7	62.2	2535	2062	1316	0	0	3576
38	77.6	73.5	3675	3253	3707	2448	1826	0
39	82.5	68.9	3873	0	0	2106	1037	0
40	77.9	53.5	1540	1994	0	2300	2680	3739
41	83.6	52	3962	2318	0	0	2506	1619
42	75.6	58.1	0	0	0	0	3545	0
43	81.8	65.5	0	1512	0	0	0	3362
44	97.9	68.6	2106	3915	0	1413	0	3013
45	92.6	63.2	0	3386	2920	2315	3088	2320
46	94.1	54	0	0	3126	0	2536	2297
47	83.5	71	0	3764	0	3849	1261	0
48	95.8	72.1	3294	2373	2093	3117	2860	3479
