# b8009347-806a-4226-b39a-6f3b337086de
2	1	5	36	10
0	943.3
1303.3	0
1	3647	2	2
2	2607	1	1
3	2581	4	2
4	2505	5	2
5	2404	1	1
6	3158	2	2
7	1208	5	1
8	3674	2	2
9	2013	3	1
10	2792	4	2
1	4.7	13.4	103126	107448
1	8	16.4
2	17.6	16.8
3	2.9	15.7
4	10.2	16.1
5	0	20.5
1	59.5	17.6	1847	1759
2	58.1	8	1975	2534
3	50.7	56.4	1489	1106
4	58.8	37.5	1426	3049
5	71	20.8	0	1700
6	26	48.9	2366	2221
7	34.4	32.8	1622	2642
8	24.5	79.1	2846	3332
9	58	40.2	1870	0
10	42	14.6	1151	1475
11	40.9	18	2812	3417
12	32.7	29.2	3930	2629
13	61.7	22.1	2714	3877
14	58.1	23.2	0	1435
15	37.2	100	1075	0
16	11.5	74.1	1290	0
17	9.6	73.4	3737	3355
18	46.5	31.9	2870	3135
19	24.4	57.8	1615	0
20	38.9	24.9	1665	0
21	47.1	39.6	1834	3787
22	64.3	6.6	0	2507
23	41	50.5	3731	1414
24	74.6	56.8	0	2027
25	59.8	17	2336	0
26	55.3	21.3	2500	2525
27	56	37.5	2986	0
28	4.9	59.5	0	2492
29	42.2	26.4	2171	1514
30	22.7	71.5	2420	2279
31	18.1	71.7	2194	3339
32	5.7	52.3	1803	3070
33	33	24.2	1384	1111
34	31.9	87.7	0	2315
35	48.2	35.8	2712	1823
36	66.3	24.9	2798	2115
