# 9c84a571-2e39-4fe0-8321-e07ecfef0557
1	8	5	45	3
0
1	3728	3	1
2	2497	3	1
3	2945	3	1
1	11.5	9.1	50941
2	91.6	9.6	68230
3	18.2	85.6	51703
4	83.1	91.2	82338
5	9.7	10.2	76693
6	86.7	11.6	150389
7	11.8	80.1	119764
8	95.4	89.6	0
1	4	19.3
2	91.5	20
3	25.6	81
4	77.3	89.6
5	15.9	8.4
1	13.6	20.3	8916
2	0	28.7	7972
3	19.4	37.6	8959
4	24.4	39.7	5921
5	16.4	33.3	8483
6	29.1	22.6	8582
7	16.9	33.8	6502
8	18.5	28.6	7588
9	18	47.5	7883
10	35.3	39.7	4460
11	12.9	44.1	6741
12	28.9	38.3	4113
13	30.3	37.8	5079
14	36	45.7	8332
15	42.3	34.3	4313
16	37.5	47.4	6597
17	50.7	34.9	4897
18	26.7	50.3	6878
19	38.5	36.4	4082
20	49.6	48.1	8562
21	55	53.1	7576
22	52.3	48.7	4313
23	58.5	50.9	5143
24	58	58.8	7735
25	43.7	65.5	7246
26	59.7	46.9	5096
27	54.6	33.6	7984
28	54	64.2	8330
29	71.6	53.8	5641
30	67.8	60	8135
31	66	55.5	6642
32	66.8	51.5	6962
33	68.4	76	7249
34	63	68	4049
35	88.9	60	6514
36	64.2	55.8	8414
37	67.8	59	5239
38	71.6	75.8	5575
39	67.1	61.4	4044
40	83.3	67.2	7706
41	91.2	66.6	4099
42	92.7	73.9	4580
43	89.5	79.7	5982
44	98.2	77.9	6859
45	81	63.6	6394
