# 53c8f721-33a9-4ab4-85f0-17441a792b53
3	4	5	48	10
0	78.6	149.1
77.8	0	59.8
80.2	80.1	0
1	3224	4	2
2	3750	3	1
3	2891	4	1
4	2380	2	3
5	3510	3	3
6	1702	4	2
7	3595	5	2
8	1706	3	3
9	3805	5	3
10	3042	5	2
1	8.8	14.2	27695	20591	36996
2	90.7	13	23338	50223	36921
3	16.3	88.4	61736	73317	34123
4	85.1	82.7	0	0	4581
1	6.1	16.8
2	97.9	21.8
3	12	92.3
4	79.6	91.7
5	15.8	2.9
1	93	25.1	0	2117	3314
2	44.8	52.6	3580	3242	0
3	48.9	43.2	3395	0	0
4	23.8	54	2521	3918	0
5	47.9	32.8	2777	0	0
6	64.3	55.5	0	3782	0
7	28.3	47.1	2114	3211	3188
8	83.9	21	1248	2844	1518
9	98.1	30.7	1046	2196	0
10	67.3	47.4	3318	0	0
11	51.2	45.9	0	3836	2941
12	72.1	45.6	0	1371	2430
13	79.5	17.5	0	0	1904
14	21.6	47.9	2285	0	0
15	45	57.5	0	1331	1121
16	31.8	34.5	3592	0	2591
17	81.4	40	1586	0	3937
18	68.6	20.5	2634	2006	3396
19	41.4	16.2	1725	3479	1711
20	32.2	23.3	0	2357	0
21	79.3	26.2	1265	0	0
22	30.4	31.6	2970	0	1919
23	56.6	34.4	1954	0	2874
24	60	24.1	0	0	2991
25	24	18.3	0	1343	0
26	93.2	15.8	0	0	2634
27	20.6	41	0	0	2486
28	59.2	60	0	0	3853
29	38.1	35.1	0	0	2135
30	19.4	41.6	0	2092	2095
31	94.8	22.8	0	0	1045
32	26.4	21	3689	0	0
33	70.8	52.6	0	0	3798
34	36.1	46	0	0	2667
35	58.1	19.4	0	2945	2376
36	7.7	16.3	0	3764	0
37	67.6	14.3	1987	2009	3540
38	13.8	10.1	0	0	2123
39	63.3	78.4	0	3311	0
40	49.9	32.1	0	0	2768
41	6.5	51.2	3557	3751	0
42	43.8	29.3	0	3954	0
43	69.6	35.6	0	0	2895
44	88	39.1	1824	0	0
45	75.4	72.7	1717	2790	0
46	76.2	52.5	3126	0	1017
47	13.7	39.7	3247	3479	0
48	80.6	19.7	0	3120	0
