# 087a3cb3-8099-47d9-80eb-102ed6f24afa
5	7	4	3	8
0	138.5	226.5	833.4	227.1
242.5	0	134.3	81.2	247.2
1860.4	2077.9	0	1259.7	61
237.5	1907.2	112.6	0	241
444.5	472.5	727.8	282.2	0
1	3180	4	4
2	2114	4	4
3	2568	4	2
4	3505	4	3
5	1620	4	1
6	3112	2	5
7	2456	4	5
8	2002	2	3
1	37.7	49.7	4999	90	213	2907	8903
2	34.1	49.6	5651	102	343	4281	4762
3	45.3	66.2	7007	103	357	5644	8380
4	20.1	22.2	4549	241	478	5029	15655
5	32.7	51.7	6776	159	584	10175	17075
6	90.7	45.2	18796	513	996	10597	32225
7	6.2	96.6	0	0	0	0	0
1	96.6	35.9
2	37.7	91.4
3	55.2	30.4
4	55.9	49.4
1	88.3	54.8	927	588	0	765	758
2	67.6	73.3	20557	0	609	20557	15550
3	6.6	12.3	706	0	655	0	20557
