# 1f4a75c5-e047-456f-a3cc-f3e41c5aa81f
1	7	3	20	10
0
1	3245	1	1
2	22739	2	1
3	9775	1	1
4	21922	3	1
5	23056	1	1
6	20524	2	1
7	14688	2	1
8	18356	3	1
9	7852	3	1
10	1252	1	1
1	54.1	83.8	16440
2	26.3	80.2	11137
3	1.5	52.4	25670
4	36.3	37.6	18087
5	73.2	41.4	29355
6	25.9	35.1	63668
7	83.8	95.3	0
1	57.9	57.8
2	69	19.3
3	21.8	48.1
1	66.8	51	1957
2	46.6	36.8	3142
3	63.1	54.4	3920
4	26.7	68	3420
5	46.6	57.9	1130
6	73.6	49.5	3754
7	71.1	7	3966
8	21.7	31.8	2785
9	48.8	11	2821
10	70	58.1	2000
11	69.7	21.1	2803
12	90.2	86	2508
13	37.1	30.4	2440
14	32.6	95.3	2855
15	32.7	72.6	2148
16	19.6	99.7	2360
17	35.9	48.9	2801
18	53.9	46.6	2596
19	2.1	47.8	2528
20	58.6	74.6	3531
