# 48bfa5d0-3bda-48cf-8e6c-137d30f9a978
6	6	3	21	7
0	49.2	84.9	129.9	122	139.8
147.5	0	41.4	118.6	122.9	116.7
91.6	64.9	0	49.6	39.2	64.7
106.1	54.8	69	0	56	61.2
117.4	94.4	79.1	111.5	0	106.5
33.6	114.2	47.1	69.5	148	0
1	1078	3	2
2	2944	2	2
3	3084	1	4
4	3832	2	1
5	2869	3	4
6	2936	2	2
7	3289	2	1
1	22	73.4	2562	4489	5671	6964	3545	5383
2	67.6	7.2	3885	3984	5047	4231	4824	10139
3	66.3	65.7	6585	7829	9730	7601	8527	8574
4	79.3	57.7	6836	8917	8283	10747	11819	11164
5	61.7	28.3	16254	11209	14563	14597	11749	13865
6	55.4	89.6	0	0	0	0	0	0
1	57.2	12.1
2	59.1	99
3	70	98
1	64.6	42.4	0	0	2871	0	0	2330
2	89.9	61.4	0	0	1926	1332	3948	0
3	18	99.5	0	0	0	3768	0	2903
4	89.3	44.4	2804	1966	3762	0	3266	1411
5	14.9	57.9	0	0	0	3048	0	1376
6	51.3	41.1	0	1242	0	1418	0	1433
7	34.5	24.2	0	0	2489	0	2716	1148
8	60.9	3.6	0	0	1372	0	0	2246
9	18.9	24.8	0	0	2237	1874	3837	0
10	71.9	0.4	1683	2470	0	0	0	1410
11	90.4	90.2	2602	0	0	2013	1418	3970
12	35.1	58.5	3637	3601	3275	3341	0	2254
13	33.1	23	0	0	3460	0	0	0
14	53	76.7	1839	1829	3093	3197	0	0
15	9.8	81.1	0	0	0	0	1046	2270
16	48.4	6.4	0	1062	0	0	0	1382
17	19.3	58.8	0	2746	0	1329	2015	2426
18	80.3	6.5	0	0	2552	2703	0	0
19	16.5	35.1	2037	3105	0	2967	0	0
20	1.3	58.5	1218	0	1488	0	3573	3779
21	32.3	2.8	3551	0	0	0	0	0
