# 1b8d0523-ea43-4ecd-a8de-1fa44536444c
3	2	5	33	7
0	92.3	183.7
442.8	0	38.9
27.8	1426.9	0
1	9251	1	2
2	8410	1	2
3	5345	2	2
4	8828	4	1
5	4646	1	3
6	6973	2	1
7	6311	4	2
1	3.2	59.6	110639	111694	73110
2	41.1	36.1	105218	91828	148861
1	78.9	96
2	51.8	78.7
3	34.8	19.4
4	66.5	68.6
5	18.8	64.8
1	10.4	45.9	5523	7240	0
2	73.6	10.7	8278	8960	4747
3	18.1	38	5160	8071	6455
4	69.8	83.3	7904	0	8697
5	77.2	0.4	6001	5571	6614
6	16.2	2.8	8735	4764	6675
7	83.1	49.4	6982	5209	7369
8	0	67.7	8972	0	4148
9	30.1	53.4	4184	5704	6076
10	50.5	43.8	6674	6998	6926
11	38	60.9	6512	0	8047
12	66.8	32.6	6349	5195	8824
13	94.8	21.4	0	7617	6639
14	76.2	95.5	5520	4663	4044
15	9.6	72.6	4664	6334	8390
16	31	27.9	6659	8474	7835
17	12.1	51.7	4461	8919	5679
18	17.3	33.8	6456	6270	0
19	58.7	91.1	5967	5673	6220
20	81.8	66.5	6220	8896	8545
21	86.5	96.8	5692	5083	6082
22	49.1	98.2	8749	4591	8711
23	18.3	43.1	0	4823	8045
24	96.7	78.9	8653	6424	0
25	5.6	84.7	8563	6276	4194
26	94.8	67.7	8787	6376	7951
27	75	70.5	7113	0	8253
28	2.9	63.4	4318	6881	7101
29	32.8	83.8	5556	7100	4032
30	51.2	73.6	6588	5576	8805
31	48.1	76.9	0	6115	6643
32	42.2	71.5	7937	7770	7704
33	87.5	37.7	8478	8559	7916
