# f8f1b7d7-0f25-4d45-978d-dba27ed09038
3	3	3	19	7
0	384.3	171.1
165	0	201.2
224.9	315.5	0
1	8510	1	3
2	5339	2	1
3	7963	3	3
4	6741	3	2
5	6934	1	3
6	8625	1	3
7	8771	2	2
1	11.4	12.7	20984	28308	10763
2	85.8	9.8	27883	37881	17084
3	10.5	91.4	2223	0	5621
1	8.1	16.6
2	85.3	10.7
3	11.7	83.8
1	11.3	26.5	0	2665	3512
2	24.2	34.4	610	8257	1171
3	22	35.3	0	7807	0
4	19.1	30.5	3661	5560	2829
5	30	37.7	914	5446	0
6	36.1	24.5	5360	930	3775
7	44.2	47	5380	0	5478
8	27.4	37.5	7265	0	1148
9	55.8	48.2	0	0	1157
10	49.7	50.7	915	5038	3867
11	41.7	65.4	350	4379	225
12	50.9	55.6	146	3451	4651
13	60.7	59.5	3395	3967	0
14	68.9	61.6	7379	115	270
15	62.7	70.3	7913	0	782
16	64.3	72.3	395	2631	644
17	85.8	81.1	0	6508	0
18	82.5	68.7	4157	687	205
19	86.5	71.6	980	2113	2267
