# df21033d-8bc4-43dc-8787-fb70d083d250
6	6	2	32	5
0	65	43	26.6	78.3	80.5
127.2	0	93.2	38	114.2	54.6
54.9	99.1	0	91.6	40.1	35.2
80.5	37.8	140.9	0	35.6	31.3
78.5	90.2	55	28.4	0	106.1
77.2	138.8	49.7	89.9	94	0
1	2251	2	1
2	2617	1	2
3	2603	1	2
4	1889	1	4
5	2900	2	5
1	32.5	50.6	10853	21153	16759	17863	9946	21257
2	79	64.2	23130	19041	22596	12762	21636	21058
3	22.6	12.5	22014	18243	16673	29825	27203	22110
4	24	98.2	23961	25662	20813	21602	39868	36404
5	5.7	94.4	66322	43891	36620	38251	34039	63824
6	28.4	5.9	0	0	0	0	0	0
1	76.4	21.3
2	71.3	48
1	92.6	37.6	2229	2637	3324	2475	2504	1892
2	95.5	52.7	2077	3341	0	1295	3953	1414
3	52.2	23.3	2276	1970	1699	2353	3761	1947
4	67.4	61.3	3085	1447	2194	0	3218	1517
5	38.3	20.5	3813	1592	1745	1253	2050	3049
6	4	53.9	2052	1797	1969	3323	0	0
7	40.1	80.2	1395	0	1071	1959	3093	1556
8	86.9	53.3	3414	3475	1542	2699	3079	3327
9	59.7	13.1	0	2497	3809	1016	3109	2050
10	94.1	69.4	3832	3553	1517	3503	1282	3718
11	36.1	28.2	2989	3367	2028	3977	2116	1150
12	32.8	64	3847	1849	3136	2528	1716	3511
13	22.5	91.6	1222	1807	2026	3713	2030	1450
14	72.2	86.5	2070	3944	3696	3556	3033	0
15	29	37.1	3434	2853	2406	3451	1845	1956
16	58.3	20.6	0	3961	1487	3024	1979	3853
17	36.8	1.3	0	0	3915	1741	3097	3045
18	78.6	67.8	3563	0	2387	0	1346	3565
19	1	14.1	3378	2670	3945	3221	1837	1610
20	24.6	4.5	2427	2471	0	1193	3650	1934
21	69.9	40.2	3259	2751	2552	2701	2742	3310
22	27	14.4	3387	0	3188	1653	2140	2063
23	20.5	64.4	3487	3302	3685	1166	1226	3044
24	70.4	18.3	2488	1375	2398	3822	1682	3531
25	48.5	51.1	3740	0	1065	2748	1892	2705
26	0.5	41.3	1072	2059	2348	2620	3670	3000
27	15.5	89.1	2135	3608	1072	2818	3544	1061
28	21.1	99.4	3031	3963	1732	1705	0	3393
29	82.3	49.9	1149	1207	1254	0	1905	3907
30	29.5	91.6	2481	2442	2166	2760	2064	0
31	26.2	71.3	2239	3739	2484	3202	0	2109
32	0.6	41.1	2066	3192	3858	1331	2933	3066
