# 8d4bafba-8d22-43f3-a870-b8021570f465
3	8	1	6	1
0	1819.8	2255.8
1302.1	0	785.7
2235.7	2479.1	0
1	19172	1	3
1	64.9	11.6	17457	10762	10656
2	92.1	59.6	16482	13341	14407
3	66.7	6.1	17726	20432	15164
4	54.4	78.8	25821	37486	17971
5	51.2	50.7	23839	38262	22375
6	95.4	59.2	48186	27945	36811
7	8.1	80.7	70502	96003	70024
8	7.4	59.4	0	0	0
1	20.9	47.1
1	92.3	47.4	19172	19172	19172
2	80.4	93.2	19172	19172	19172
3	77.4	53.1	1967	19172	17206
4	61.7	50.8	19172	19172	19172
5	41.3	83.1	19172	19172	19172
6	59	81.6	19172	19172	19172
