# a178d32a-d7e5-450b-a41b-1aa77c79d3e9
1	6	2	38	1
0
1	15519	2	1
1	9.5	18.4	55871
2	90.1	8.3	48610
3	11.5	98.3	91742
4	93.6	87.6	89815
5	7.7	10.2	130283
6	89.8	9.6	0
1	1.1	14.6
2	94.3	12.4
1	18.5	31.6	8213
2	16.3	26.2	6516
3	15.6	20.2	6886
4	19.5	29.9	4850
5	15.7	24.9	7463
6	18.7	20.9	6011
7	33.2	18.4	5973
8	21.1	29.3	5083
9	41.3	28.9	7742
10	28.8	38.2	8596
11	30.7	35.8	8503
12	37.7	55.7	5756
13	31.6	34.9	7367
14	26.9	34.3	6385
15	34.6	47.3	6540
16	55.5	51.8	8707
17	44.1	56.1	7931
18	62.2	52.6	5383
19	59.3	47.4	7607
20	48.6	63.2	7144
21	55.4	61.7	6842
22	67.6	52.6	6786
23	47.4	65.9	6202
24	62.7	67.5	6940
25	67	61.4	4109
26	73.3	66.8	6281
27	63.8	67.6	5308
28	74.3	58.4	8463
29	58.6	67.5	5348
30	63.2	72.5	8563
31	90.9	52.1	5713
32	73.4	61.7	5228
33	81.2	69.7	4627
34	82.8	60.6	4096
35	73.8	56.2	7672
36	74.4	69.2	8168
37	87.2	67.3	5830
38	100	69.9	7517
