# 5aaab3f7-1e30-401f-9783-fbd269de9126
4	1	2	38	5
0	1497.3	884.6	2485
2251.7	0	2102.3	2131.7
1147.2	905.4	0	1378.3
2064.8	2062.2	784.4	0
1	18661	2	3
2	18506	2	3
3	14804	2	3
4	18690	2	4
5	24155	1	4
1	5.1	65.3	58948	67324	166992	56107
1	91.3	3.8
2	41.7	84
1	65.3	78.8	0	2183	2993	0
2	73.4	28.5	0	0	0	1924
3	73.9	30.3	2737	0	3739	0
4	71.9	90	0	21749	3291	2538
5	79.9	62.8	3365	0	2591	0
6	18.8	78.4	0	0	0	2332
7	6.5	9.3	0	0	1236	0
8	30.1	4.1	0	3361	2009	0
9	54.4	35.8	0	1835	0	0
10	68.8	38.6	2789	0	0	1773
11	63	14.5	0	3804	0	1204
12	44.8	49.4	1160	1158	0	1645
13	78.6	33.1	3703	0	3301	0
14	40.4	47	0	3960	0	0
15	38	93.8	3804	0	0	3014
16	50.5	12.6	3075	0	94816	1650
17	0.7	59.7	0	1662	0	2004
18	18.4	94.7	1432	0	0	3150
19	69.2	76.4	0	1513	0	0
20	8.4	89.2	1256	0	2547	0
21	73.9	71	0	0	0	3809
22	50.3	24.2	0	2406	1478	1065
23	57.7	95	2381	0	3131	2467
24	87.7	57.3	3831	1303	1461	0
25	72.4	48.4	0	3794	0	0
26	88.8	58.8	2317	0	0	2600
27	61	38.8	0	1495	0	1472
28	40.7	74	2087	2492	2030	0
29	18.5	49.9	0	1043	0	1893
30	79.7	88	1058	0	0	3589
31	51.2	89.3	1314	0	0	0
32	65.9	15.1	0	1055	0	0
33	67.3	47.4	3123	0	2320	1163
34	96.2	64.8	0	0	0	1551
35	45.1	67.1	3261	0	3465	3812
36	17.8	72.8	0	0	3359	0
37	73	88.1	3498	0	2194	1026
38	74.9	53.1	1803	0	0	0
