# 7399877a-1c5a-421c-adb1-69e3dbe9e1eb
2	7	3	19	6
0	1145.1
546.1	0
1	16561	1	1
2	10629	2	2
3	22492	2	2
4	16256	1	2
5	23029	1	1
6	15499	3	2
1	2.1	3.6	11007	533
2	92.3	10.9	13536	764
3	14.3	92.4	22511	1233
4	86.8	88.9	34249	1600
5	8.5	14.4	42616	1633
6	88.5	6.5	56706	2675
7	5.2	85.6	0	0
1	0	4.2
2	98.4	9.8
3	9.7	97.7
1	7.6	24.7	0	631
2	24.3	32.7	681	0
3	16	30.8	778	0
4	44.4	34.8	90056	583
5	35.8	30.3	136	0
6	27.6	32.3	792	176
7	46.7	44.2	245	570
8	33.8	45	841	898
9	55.5	60	997	0
10	55.9	54.1	548	431
11	58.2	40.7	0	112
12	59.4	60.4	238	0
13	55.5	49.7	948	0
14	65.1	52.4	321	166
15	81.3	51.7	980	805
16	71.5	65.4	423	0
17	82.8	65.3	861	210
18	78.4	71.8	241	0
19	88.6	84.3	799	0
