# c3ebf005-b2e6-40cc-838a-4b7bcfe2df56
5	4	3	21	4
0	138.2	83.4	144.8	69.4
88.6	0	140.6	146	131.3
84.5	107.6	0	57	61.4
69.3	139.9	119.2	0	138.3
89.3	90.2	109.5	37.3	0
1	2634	1	4
2	2114	1	5
3	2838	2	3
4	2699	2	3
1	10.4	9.4	1443	1805	4084	2903	858
2	92.5	14.1	2938	1825	6762	4420	1748
3	15.7	92.1	3915	2072	11290	4866	1940
4	84.1	87.5	736	1195	0	0	0
1	8.1	7.1
2	95.2	7.1
3	25.2	84.6
1	7	41.1	783	0	179	0	0
2	14.4	30.9	0	0	210	0	0
3	8.8	24.8	0	781	0	0	0
4	28.8	34.6	0	0	0	0	539
5	15.3	36.3	832	691	0	694	154
6	26.9	46.9	375	558	10285	968	0
7	34.4	48.5	746	319	0	0	0
8	49.1	50.5	0	360	0	0	726
9	35.2	56.3	0	696	0	0	0
10	42.1	48.6	672	0	376	0	0
11	56.3	49.9	0	750	0	928	196
12	67.5	66.2	326	212	772	0	0
13	64.3	56.6	170	272	0	0	610
14	64.9	51	462	0	808	268	0
15	74.5	48	0	0	917	0	0
16	72.6	62.9	572	0	268	6260	0
17	73.5	52	0	802	653	0	341
18	73.7	57.2	665	0	557	437	0
19	79.9	71.7	528	0	0	0	0
20	81.4	79.8	0	0	579	0	849
21	96.4	76.3	995	0	0	0	0
