# 73595022-952b-46e1-b993-f6a6edb86fe9
2	3	2	42	1
0	92.9
1911	0
1	7705	2	2
1	93.4	82.8	57328	101395
2	61.9	54.5	158533	118029
3	75.9	13.1	46923	42361
1	30.7	34.3
2	50.2	20.3
1	86.3	94.5	7020	5398
2	42.6	88.7	7336	4788
3	42.7	54.7	7367	6505
4	93.9	51.4	4781	6963
5	49.2	48	5650	7290
6	71.7	23.9	0	6374
7	68	93.3	0	6991
8	29.3	40.1	0	6912
9	45.5	6.9	7315	4446
10	10.7	97	6094	4618
11	94.8	26.8	5129	4520
12	29.8	33.1	5706	7192
13	39.1	57.7	6789	0
14	73.4	15.6	5346	7030
15	67	20.2	4559	4387
16	65.3	15.4	7153	0
17	20.8	10.6	7110	6398
18	47.7	88.1	7536	4620
19	79.1	40.3	7410	0
20	92.1	62.1	5516	4854
21	58.9	14.6	0	6702
22	20.5	21.5	4033	7539
23	59.4	33.1	5585	6768
24	89.9	47	0	5526
25	60.3	44.4	4346	4620
26	89.5	59.2	4721	6584
27	76.2	15.4	0	5296
28	56.3	39.8	7420	4580
29	32.8	9.6	7695	5141
30	54.7	2.8	5646	0
31	26.4	74.3	5536	5544
32	51.4	36.1	6724	0
33	81.9	40.9	0	5334
34	82.4	79.2	5927	6152
35	20.9	83.6	4151	0
36	66.8	45.5	0	5366
37	38.1	4.9	5451	5814
38	90.7	52.1	6364	6257
39	80.6	94.1	4413	0
40	61	76.9	6703	6476
41	78.5	20.5	7559	4839
42	1.8	2.6	4481	5970
