# 941449ff-8f4e-4c85-bd40-eaef30fc6e78
4	7	5	36	3
0	1561	677.6	695.2
2138	0	2255	2450.4
657.4	609.7	0	1324.1
2007.4	1605.7	608	0
1	6537	5	3
2	9688	4	4
3	8985	1	4
1	8.3	15.2	14239	11488	7759	6407
2	91.5	11.3	10807	14686	15113	4815
3	4.1	88.6	11322	18091	12508	6492
4	79.8	93.4	21460	17828	14395	8185
5	16.8	18.5	34142	26227	27897	8037
6	92	10.8	41523	52962	31139	17841
7	12.1	87.1	0	0	0	0
1	8.8	11.6
2	97.6	17.4
3	20.3	84.9
4	93.1	100
5	19.4	18.8
1	0.3	24.4	1657	0	3780	0
2	13	21.4	8312	0	0	664
3	8.1	30.4	5074	2874	0	0
4	2.5	22.1	0	6845	4992	946
5	9.7	27.8	4992	0	0	378
6	34.4	28	2804	7385	5911	0
7	21.8	44.4	0	1675	0	782
8	33.6	38.1	0	1333	844	0
9	31.1	23.8	7370	0	4358	0
10	26.6	45.8	0	0	165	161
11	41.1	35.9	0	8129	0	0
12	42.4	26.7	0	1140	2279	0
13	34.9	41.9	0	0	776	0
14	26.8	40.5	0	0	1254	1209
15	51.1	44.6	3333	0	184	0
16	56.1	47.1	439	0	4687	6121
17	39.3	41.9	0	864	0	390
18	57.7	51	0	8706	967	0
19	46.6	56.5	5189	8571	309	436
20	56.2	48.8	7327	6227	0	373
21	61.5	46	0	902	0	924
22	55.5	53.1	218	0	460	2040
23	74.4	56.9	7146	0	928	988
24	62.1	48.1	0	2234	7094	602
25	71	63.2	0	0	0	469
26	68.2	61.5	0	926	3154	1460
27	74.1	45.6	4459	0	0	5726
28	68.2	60.7	0	0	597	0
29	65.1	43.2	0	2972	5489	0
30	81.7	59.7	362	6508	0	0
31	79.4	71.6	0	0	6376	0
32	87.9	53.6	0	0	0	976
33	82.4	72.8	6272	742	0	8776
34	84.6	72.4	0	418	0	0
35	89.7	82.2	3400	3433	322	354
36	86	74.4	0	0	6655	3068
