# af06154d-dd3a-42ec-9d75-986b895b2065
5	1	4	13	8
0	147.6	387.8	311.3	170.4
129	0	739.7	63	2418.8
285.2	1646.6	0	2188.6	157.1
71	1629.9	232.4	0	96.7
57	251.5	140.6	294.6	0
1	3180	1	2
2	1308	3	5
3	3183	3	2
4	1856	2	1
5	1579	3	5
6	2532	3	2
7	2570	4	5
8	3122	3	1
1	9.1	12.8	38775	37681	19597	49241	41202
1	13.7	0
2	3.6	5.5
3	9.7	16.5
4	7.6	20.6
1	17.1	31.5	0	0	1757	7979	0
2	14.9	22.2	2975	4532	4918	5840	0
3	38.2	35.7	0	0	733	0	0
4	39	26.1	8916	0	0	767	0
5	29.4	45	3792	4423	736	5858	443
6	48	41.1	0	339	0	0	8660
7	42.1	25.5	5547	0	0	8202	0
8	44.6	62.9	1703	1398	0	0	6730
9	68.2	56.6	0	7545	0	906	0
10	81.9	62.4	0	0	0	0	3142
11	70.9	58.4	0	737	0	0	545
12	82.8	78.4	0	0	996	0	1566
13	100	68.4	338	3640	2621	0	3641
