# 276be920-5688-4464-9bf7-1b66a0f1cfd6
6	8	3	50	6
0	1795.8	741.7	1019.4	569	1026.1
1513.7	0	1925.4	856.2	1021.1	1114.8
1561.3	1962.8	0	1312.4	1257.4	520.6
1193.3	1750.7	1348	0	2102.3	898.5
2421.3	1618.3	624.2	1050	0	2129
1627.5	1830.3	1390	704.5	1140.1	0
1	6123	1	3
2	9383	1	6
3	6283	3	6
4	7254	2	2
5	6248	3	6
6	7053	1	4
1	12.1	8.9	29839	20977	18888	22811	16158	19847
2	83.3	15.5	35592	19572	21357	36387	35648	22300
3	13.8	86.2	41396	40825	35279	25300	40538	17131
4	88.4	91.2	45462	26900	28702	50605	24022	28780
5	2.4	8	50529	69782	42278	49459	46653	40462
6	93.7	10.9	48545	62705	49165	43340	43079	27298
7	7.5	91.6	104424	85808	96512	101446	63338	49267
8	87.9	94.5	0	0	0	0	0	0
1	22.3	14
2	89.3	3.5
3	4.5	88.1
1	36.8	69.7	3311	5992	2064	8898	3867	215
2	17.5	90.1	835	404	369	6408	700	713
3	10.4	72.4	3423	3745	1771	3054	3415	3084
4	37.1	51.8	3217	8024	7605	8179	1867	3611
5	54.2	77.3	1387	2937	0	3732	1356	4828
6	53.5	68.1	0	5950	6831	2201	909	2975
7	54.3	59.1	5409	6603	3580	725	470	6492
8	0.5	69.3	1102	745	304	2793	171	612
9	51.8	90.6	8307	8194	555	717	6493	609
10	41.4	90.4	165	722	1923	853	1120	625
11	32.5	83.1	3146	6599	138	2016	2204	1324
12	19.3	73.7	840	3220	342	716	1163	1153
13	23.7	74.5	0	4114	697	0	0	411
14	44.2	49.7	1444	1424	931	180	140	126
15	26.3	65.6	974	601	278	860	6244	0
16	42.2	60.3	493	1788	246	8851	4754	2053
17	43.5	50.3	0	1839	7878	1558	6145	1563
18	13.1	59.2	868	2046	0	912	0	260
19	39.4	73	424	2430	965	2335	462	3961
20	48.7	78.5	7338	7312	108	1412	4962	0
21	29.3	80.3	5617	5386	7232	8824	303	1122
22	44.7	58.7	8527	3117	530	1232	249	0
23	46.5	66.4	422	2376	8826	2016	4694	0
24	50.3	63.2	5783	910	999	3625	3285	6561
25	63.6	51.8	5774	4744	268	743	1071	0
26	26.7	53.6	7095	203	5391	7637	197	4561
27	20.9	67.3	3182	3053	706	396	2353	0
28	24.5	48.2	6537	7161	7754	2704	1297	988
29	37.1	44.7	0	2528	6482	536	902	8668
30	27.9	81.3	5046	5565	2467	3290	4513	5902
31	29	70.1	454	996	810	382	8802	8058
32	45	50.8	0	7708	833	2753	3025	258
33	7.5	87.4	497	2946	982	0	0	695
34	39.5	65.2	5107	720	695	5380	2227	361
35	29.4	55.7	7870	3448	1446	405	7214	2850
36	30.6	57.2	2476	8714	4324	410	6922	989
37	39.4	69.4	4852	3521	2269	5849	6357	2773
38	20	74	318	289	5647	0	969	1118
39	23.8	73.8	6421	7875	819	2976	7318	6704
40	33	54.5	0	4472	300	2267	7876	8332
41	56.5	50.5	349	0	3698	5600	0	1162
42	31	51.4	318	3901	6894	941	1057	3092
43	37.5	53.2	0	221	0	784	1695	6753
44	24.1	88.9	8627	6296	4667	5579	7758	711
45	63.2	43.6	0	734	0	8368	5251	0
46	35.8	44.6	4729	104	2092	6362	3987	2236
47	47.9	80.8	988	990	0	3437	7874	0
48	32.2	54	5625	8377	1869	5449	786	656
49	30.2	87.7	4585	3318	6368	2122	916	1807
50	69	36.9	6163	1814	8515	7277	3451	971
