# 1988471d-b846-4955-8415-79908a42f7a5
2	1	5	36	4
0	187.4
136.5	0
1	15893	5	1
2	22470	4	1
3	10788	5	2
4	18215	2	2
1	5	14.6	101576	67205
1	0	5.7
2	0	14.9
3	8.4	18.8
4	12.9	15.1
5	7.3	7.4
1	13.8	34.2	3291	0
2	10.4	22.7	0	2752
3	9.8	27.1	0	3179
4	7.8	35.1	3282	0
5	0	23.4	3090	0
6	25.5	35.5	2814	0
7	26.9	38.3	2339	0
8	10.1	28.3	3915	0
9	37.3	32.6	1734	0
10	17.7	46.9	2490	1813
11	48.1	26.1	0	3072
12	25	32.6	0	2532
13	36.5	25	3268	2350
14	54.5	45.7	3577	0
15	41.1	47	2046	0
16	46.4	42.4	2849	0
17	43.4	60.7	0	3177
18	60.9	50.1	0	3564
19	60	52.8	3705	0
20	50.5	44	3256	2701
21	50.7	52.9	0	2391
22	51.3	47.1	2596	2190
23	61.2	67.9	2000	0
24	66.7	54.1	0	1141
25	50.1	41.9	3845	0
26	59.4	61.4	3545	0
27	75.5	64.9	0	3476
28	70.5	64	0	1552
29	73.9	66.4	0	1083
30	83	60.4	0	1603
31	78.7	64.4	1604	0
32	79.8	62.2	1650	0
33	68.1	78.7	1996	3243
34	87.8	68.6	1241	2057
35	97.1	80.4	2830	0
36	93.7	78.2	3353	0
