# 313ec283-57ad-4149-a422-d4622c85c952
3	3	2	12	10
0	634.3	691.6
2049.2	0	2007.7
799.6	1730.3	0
1	2771	2	2
2	2531	2	3
3	2777	2	3
4	2128	1	3
5	3858	1	2
6	3731	1	1
7	3001	1	3
8	1717	1	3
9	1058	1	2
10	1901	2	2
1	93.2	1.7	5923	11671	2356
2	54	54.3	7959	23125	2055
3	4.1	13.4	4860	0	1073
1	58.9	97.9
2	81.9	92.3
1	9	43.3	0	0	147
2	82	74	283	364	322
3	22.2	11.4	371	731	0
4	38.9	95.6	227	248	560
5	73.3	30.7	268	465	229
6	9.6	74.3	997	0	962
7	1.3	25.8	12618	25473	595
8	25	8.2	968	336	0
9	68.4	77	143	0	0
10	96.6	36.1	107	906	714
11	75.1	82.1	217	630	483
12	50.3	78.3	0	855	728
