# f86ac9d4-ae33-44ad-9382-1b953975632c
2	8	2	23	2
0	391.4
355.3	0
1	20500	2	2
2	10646	2	1
1	16.7	5.9	21186	19641
2	89.7	14.6	18772	22690
3	9.1	83.6	34931	35422
4	87.1	89	25919	21044
5	11.7	12.3	36568	49951
6	85.4	6.8	57142	54693
7	19.2	91.6	54584	62077
8	88.3	87.3	0	0
1	18.6	0
2	91.5	19.6
1	7.6	41.2	8552	0
2	24.6	31.7	4877	6725
3	13	26.1	5041	5127
4	26.4	17	4395	5104
5	26.4	40.7	5343	6702
6	29.2	53.1	4897	5431
7	23.5	43.9	8578	5008
8	42.1	47.4	6364	0
9	34.4	49	6270	4833
10	31.4	48.5	4979	7105
11	43	38.7	5766	0
12	46.1	48.7	7295	8820
13	51.5	60.7	8653	7377
14	56	62	0	8164
15	61.1	72.3	6683	7684
16	79.4	46.4	8951	0
17	78.1	57.9	0	6741
18	71.3	61.9	8233	0
19	76.7	85.1	0	8285
20	81.6	68.5	6404	5313
21	72.5	78.1	4235	8753
22	84.4	69.9	0	7360
23	96.1	62.3	8990	8515
