# 05794a35-3299-4127-96b7-9e4eefc57960
2	7	1	28	8
0	198.9
200.5	0
1	14958	1	1
2	24752	1	2
3	15638	1	2
4	13790	1	2
5	18511	1	2
6	20509	1	1
7	11122	1	2
8	18650	1	1
1	9.1	4.8	19828	16881
2	91.2	10.3	19884	13560
3	9.4	89.5	15716	13406
4	85	84.9	35034	21113
5	11.6	14.1	25219	23520
6	81.2	9.1	40539	52858
7	10.9	88.3	0	0
1	21.1	12
1	80.4	72.5	1925	1214
2	49.4	65.9	3423	2817
3	64.7	35.3	0	2881
4	41.8	41.1	3269	3555
5	62.6	79.2	3167	3362
6	88.7	78.5	2537	3226
7	50.1	56.8	3356	0
8	74.6	61.2	0	3251
9	65.1	61.5	3666	0
10	12.1	79.1	2342	2643
11	57.9	54.2	1711	1338
12	42.4	55.7	1511	1332
13	54.9	60	2806	2717
14	80.3	80.1	2583	2105
15	26.4	43.4	1133	0
16	64.2	14.5	1609	1995
17	52.3	58.6	0	2094
18	19.5	59.8	2272	1948
19	89.8	65.4	0	1865
20	57.5	53	2767	2231
21	67.5	47.1	2353	2169
22	35.8	68.4	3158	1848
23	77.9	47.1	1438	2662
24	44.7	55.7	2378	3737
25	83.4	60.9	0	2994
26	61.9	69.3	1568	1818
27	47	63.8	24849	3758
28	97.5	85.8	0	2550
