# 708e6b26-59c1-488d-a436-fe41241e161b
6	5	1	40	8
0	87.1	71.5	30.2	28	136.2
70.5	0	69	45.5	41.6	143.9
107.6	31	0	45.8	62.8	125.4
121.8	59.1	32.1	0	80.8	143.6
129.4	128	129.1	70.9	0	138.5
58.6	62.7	113.7	141.2	56.4	0
1	1634	1	6
2	2072	1	4
3	1529	1	6
4	1020	1	2
5	2110	1	2
6	1261	1	1
7	1422	1	3
8	1090	1	6
1	12.8	10.2	3124	3722	2971	2350	2468	4223
2	91.5	12.4	4207	5364	4738	2669	5098	4831
3	7.5	93.2	6517	4337	8102	7156	4882	5268
4	90.1	91	6940	11496	5227	9154	8891	6209
5	11.2	11.3	0	0	0	0	0	0
1	6.7	15.3
1	68.2	44.8	271	277	839	0	541	559
2	35.3	50.3	0	862	578	0	0	0
3	78.1	23.5	232	0	569	186	0	0
4	58.1	35.7	748	254	0	0	973	498
5	68.5	23.4	420	605	942	162	430	150
6	45.8	10.5	0	929	294	374	879	699
7	61.1	29.1	716	0	760	358	0	490
8	71	24.5	546	818	521	738	889	443
9	73.4	64.7	0	146	0	907	983	250
10	65.1	41.1	0	0	183	884	707	0
11	82.5	23.3	248	100	617	628	0	186
12	81.7	16.6	0	441	522	0	692	0
13	81	21.5	496	865	541	0	409	339
14	59	66.2	0	0	690	859	160	704
15	48	61.3	564	648	512	191	0	177
16	82.7	31.2	514	245	391	966	662	850
17	83.3	15.6	0	0	912	0	653	427
18	67.9	34.7	904	572	669	459	374	173
19	76.5	67.9	127	500	898	554	102	344
20	68.7	43.3	0	238	0	669	205	692
21	63.4	7.5	449	147	777	250	0	190
22	60.1	52	953	385	0	766	0	224
23	56.6	62.2	278	877	382	530	343	525
24	46.8	61.9	258	345	437	486	0	0
25	68.2	28.1	0	684	0	201	492	0
26	60.2	66.5	0	252	207	999	0	841
27	60.9	29.9	960	650	693	0	945	0
28	71.5	56.4	430	958	0	336	0	956
29	63.1	41	0	287	0	0	0	231
30	80.1	50.1	158	0	105	959	552	0
31	83.2	27.7	0	933	147	730	372	254
32	69.1	17.6	625	0	0	211	0	340
33	71.9	51.1	694	0	0	136	132	419
34	76.6	55.2	472	0	814	0	940	841
35	53.2	20	0	292	178	0	585	482
36	82.6	32.4	771	946	780	630	598	983
37	52.7	39.9	379	0	784	269	908	112
38	67.3	47	343	587	478	666	754	660
39	56.2	14.2	0	0	0	358	0	844
40	62.4	18.7	845	741	0	187	376	0
