# 7a689dfc-8e8e-4854-886d-deed91774b9a
2	8	1	31	7
0	142.3
32.4	0
1	1494	1	2
2	2276	1	1
3	3201	1	1
4	3119	1	2
5	1358	1	1
6	1919	1	1
7	1412	1	2
1	97.2	63.1	24164	29469
2	99.6	50	13966	22363
3	91.2	18.5	15096	41003
4	96.5	8.9	28224	28597
5	51.5	84.5	26154	63931
6	30.3	38.4	52441	66982
7	89	83.4	90081	69140
8	36.4	70.5	0	0
1	4.7	99.8
1	0.6	36.4	0	5729
2	1.8	95.7	6882	8885
3	4.3	90.3	6121	8187
4	60.6	50.6	7053	5036
5	79.4	25.7	0	8695
6	36.2	80.5	0	6856
7	89.7	50.8	4980	5902
8	62.1	46.5	4504	5215
9	71.8	76.6	7969	0
10	70.4	83.5	0	7685
11	71.2	43.2	6501	0
12	42.2	49.1	0	4483
13	16.4	73.8	0	4584
14	92.7	19.8	7197	6220
15	92.7	78.3	0	7810
16	2.5	11.9	4210	4111
17	44.7	51.3	6377	8796
18	15.8	65.1	4458	6042
19	17.8	37.1	0	4750
20	54	5.4	7444	8726
21	84	77.5	8973	0
22	45.8	18.3	7496	6024
23	51.1	23.3	7505	5368
24	30.5	7.7	7276	8098
25	65.3	70.1	0	5707
26	76.8	43.1	0	6694
27	29.6	51.6	5937	6077
28	76.4	62.9	4376	0
29	38.3	76.1	5989	5871
30	47.5	30.3	8573	8585
31	86.5	73.7	7896	7034
