# 53661667-8c87-4c5f-8371-93dd17dbe6f6
4	6	3	16	6
0	543.3	1053.6	531.2
1292.2	0	753	885.2
1845.7	2028.1	0	648.2
2380.6	2297.1	842.9	0
1	5443	1	1
2	8825	3	3
3	6604	1	1
4	5740	1	2
5	4519	3	3
6	6010	3	1
1	13.4	9.5	9508	11420	8254	11814
2	87.9	7.6	8628	6950	8048	18348
3	8.5	84.6	15787	15457	12862	14073
4	89.2	92.7	14081	12532	11586	28545
5	9.2	9.8	15737	19014	17557	44265
6	91.5	14	0	0	0	0
1	13	0.5
2	88.7	3.6
3	15.3	74.5
1	36.6	80.6	8500	4138	0	0
2	49.2	62.6	0	320	873	0
3	78.2	68.2	0	0	6470	0
4	60.6	68	0	0	619	0
5	69.4	79.1	0	0	0	8075
6	9	84.3	3339	0	644	7843
7	83.7	87.4	0	6318	0	5353
8	27.4	59.9	1845	0	3476	873
9	76.6	68.3	0	7368	0	5778
10	1	87.7	5110	1857	0	0
11	15.8	58.2	0	0	724	0
12	98.1	73.5	0	2402	7534	0
13	53.6	64.5	0	7399	0	0
14	37.5	78.2	0	0	0	8173
15	65.6	43.4	7119	0	3106	0
16	90.9	54.7	0	0	0	5245
