# 00765fda-ee4b-46a2-af33-1ad9efaa4bfd
3	4	2	33	6
0	75.5	141.8
42.7	0	81.4
29.1	26.3	0
1	17426	2	3
2	1493	1	2
3	1107	2	3
4	1847	1	3
5	15367	1	2
6	7233	2	1
1	64.1	80.1	28843	37325	43449
2	16.7	29.9	41629	37469	74080
3	47.3	70.9	50563	51720	98501
4	16.5	35.9	5185	0	0
1	41.7	30.9
2	78.7	84.3
1	52.2	83.3	7827	0	6388
2	10.9	13.9	4807	5227	0
3	23.3	0.8	5442	0	8594
4	62.8	1.4	4348	0	8965
5	85.4	42.9	6457	0	0
6	89	42	7587	8965	0
7	93.3	44.1	5491	7894	8596
8	77.4	87.7	8317	5292	0
9	11.7	73.1	8520	0	7471
10	72.9	57.8	0	6845	7715
11	89.1	63	0	4211	5121
12	44.6	97.9	0	6347	0
13	12.8	37.9	7117	4731	0
14	39.3	42.7	0	6194	4636
15	71.9	40.4	0	7317	8876
16	94.9	87.6	0	0	4821
17	70.1	9.4	0	5478	0
18	73.6	27.3	8164	0	7063
19	25.1	33	0	0	5983
20	51.2	24.3	4654	4643	0
21	35.6	82.8	0	0	4992
22	72.2	58.3	0	0	8434
23	32	44.9	0	7356	5352
24	84.1	17.6	7181	5367	0
25	62.2	61.4	5514	0	7762
26	18.3	97.4	0	6035	7218
27	80	7.5	0	8692	8083
28	78.2	28	6885	0	6173
29	62.5	96.9	4593	0	5234
30	35.9	55.2	0	5688	0
31	40.3	82.2	5293	0	6134
32	10.4	38.8	6877	0	4982
33	95	7	0	0	5579
