# 19aa630b-05c5-4150-9b08-dd80c8d789ff
5	6	4	19	6
0	2407.3	2293	1825.6	1624.7
1453.7	0	2354.6	1389.6	1741
2172.9	1049.7	0	709.8	1027.3
1058.2	851	2134.6	0	1850.4
1292.6	959.5	844.5	1837.2	0
1	17072	3	3
2	15458	1	1
3	15460	3	1
4	14796	4	5
5	17643	4	3
6	13839	1	3
1	78.4	42.9	14390	26808	25516	30914	18499
2	0.1	42.7	29167	29076	24851	35092	23939
3	57.4	37.4	41218	20377	24241	35322	33492
4	28.5	39.4	32213	52720	36154	36224	25699
5	32.5	42	85388	72857	53359	68706	43836
6	57.3	74	0	0	0	0	0
1	18.1	58
2	53.8	84.5
3	45.3	7
4	33.4	53
1	15.9	34.9	4315	4366	5073	7567	5501
2	62.8	28.2	8293	5435	0	8048	6129
3	59.3	67.9	0	0	8216	5247	7486
4	75.7	10	7564	7206	6311	5529	6046
5	51.9	98.7	5945	8926	8293	8623	5282
6	70.2	35.4	5870	0	7335	4224	0
7	86.7	31.3	4385	7844	4586	8011	8932
8	48.3	9.9	0	5407	7388	8827	4803
9	14.1	35	5810	5598	7371	5441	0
10	42.2	86.9	5547	6647	0	8664	5068
11	37.1	63.8	8325	8723	7867	4598	8126
12	12.6	41.2	6714	7728	4269	8630	7207
13	39.9	29.2	4306	4368	4706	5894	5048
14	14	30.9	4563	4523	7109	7885	5322
15	82.5	63	7499	5370	4840	6693	7672
16	12.3	15.7	4470	0	0	4153	7173
17	43.9	11.2	7853	4801	7693	4041	6668
18	75.1	64.7	7733	5920	4606	7428	6906
19	11.8	16.2	7085	4128	5447	5186	0
