# c5e77fad-9da6-4c92-9c6b-8859151f8e15
3	6	5	34	6
0	1258.2	93.8
362.3	0	81
2126.7	2273.6	0
1	1965	5	1
2	12478	3	3
3	6083	3	2
4	2911	3	1
5	5407	5	3
6	6306	1	1
1	4.5	9.7	47516	27727	36819
2	88.3	14.3	37519	50514	36484
3	9.7	89.9	71600	55325	31637
4	92.1	86.1	82053	80059	55581
5	6.5	7.7	130753	74308	88332
6	91.4	11.6	0	0	0
1	5.9	4.7
2	97.6	8.4
3	5.4	96.2
4	96.3	87.9
5	5.7	11.8
1	14.3	15.6	0	8495	4298
2	1.7	25.6	7944	4573	4491
3	6.7	27.2	6286	7678	4753
4	22.9	37.7	8138	6957	0
5	28.5	40	8927	8210	4607
6	19.6	31.6	0	4339	0
7	38.8	58.2	8335	5120	7881
8	24.9	37	4779	4057	0
9	36.6	39.5	7472	5851	5222
10	42.9	52.5	7790	6777	0
11	34.7	37.8	4266	7283	6753
12	27.6	32.4	7308	6346	0
13	20.9	49.3	6585	5233	6891
14	57.7	54.5	6199	6439	5197
15	53.5	44.6	8019	7342	7745
16	35.2	36.5	4743	5407	6656
17	62	57	6480	8501	7382
18	53.1	49.4	7426	5375	7572
19	54.2	55.1	6686	0	5052
20	43.9	67.3	5334	6811	7707
21	44.8	61.6	6230	6348	7626
22	64	68	7745	0	6818
23	73	56	7778	7112	8309
24	54.1	59.9	0	7737	5871
25	64.1	65.4	7569	0	5933
26	64.4	71.2	6549	4207	0
27	84	51.9	6524	8955	8078
28	78.8	52.1	8122	8930	6494
29	68	70.1	5089	6321	7109
30	84.6	57.6	6233	7278	4894
31	99.7	68.9	8135	7254	8120
32	83	67.4	0	5426	6104
33	80.4	82.3	5122	5377	8000
34	85.4	89.4	7556	7947	7071
