# e49d8e3b-20ba-4c7b-8354-8bfd743d0c92
1	3	3	32	8
0
1	3641	2	1
2	6596	1	1
3	17589	1	1
4	3822	3	1
5	11348	1	1
6	9130	1	1
7	16443	3	1
8	4608	1	1
1	91.7	24.8	6589
2	24.4	94.5	7588
3	95.8	51	5181
1	87.6	95.4
2	98.9	6.1
3	54.9	78
1	64.8	65.7	148
2	22.5	50.6	442
3	94.4	16.4	438
4	15.4	12.8	311
5	69.8	89.7	351
6	7	99.3	502
7	77.3	1.1	462
8	87.9	87.3	883
9	98.7	55.2	603
10	3.6	19.1	864
11	93.1	56	336
12	56.3	84.5	755
13	8.2	63.7	202
14	26.8	82.7	852
15	13.4	11.7	841
16	53.7	63.4	927
17	89	90.9	375
18	14	61.4	799
19	82.3	77.7	113
20	20.8	44.4	209
21	88.2	8.9	958
22	72.8	73.5	512
23	97.6	38.6	504
24	95.2	31	686
25	56.7	87.6	967
26	73.6	46	746
27	55.4	94.8	834
28	45.4	71.1	171
29	17.5	2	526
30	97.7	19.8	600
31	16.7	89.2	166
32	0.7	3.7	685
