# b2f8fa34-ced1-44a3-b701-82bec8ae0b61
4	3	3	28	9
0	894.1	322.8	401.6
493.2	0	2270.5	234.5
2037.1	83.7	0	2301.3
445.4	1045.8	469.6	0
1	2615	1	4
2	2118	3	1
3	3674	3	3
4	2283	2	3
5	1082	3	4
6	2349	2	3
7	1664	1	2
8	2193	3	1
9	3939	2	3
1	0	14	29278	16089	28531	19230
2	91.8	10.6	55515	29979	33267	23333
3	6.6	79.1	0	15180	40874	29597
1	0	3.4
2	93.1	9.8
3	5.8	71.2
1	17.9	28.1	842	936	0	191
2	26.4	24.6	0	672	175	4007
3	30	19.5	2112	0	1833	1401
4	16.5	33.4	3792	448	4376	249
5	27.2	40.4	3672	1941	0	145
6	34.9	28.9	2612	766	7227	527
7	28.3	44	7866	748	8348	164
8	20.3	35	0	0	1266	1267
9	27.6	24.8	789	6536	8517	1925
10	45.2	27.2	1886	3242	390	2419
11	36	25.9	0	1062	460	279
12	37.1	43.9	2957	1624	6791	648
13	56.2	51.1	0	7025	0	934
14	51	52.5	4619	997	0	7090
15	41.9	50.1	2537	6756	837	525
16	54.4	56.9	280	2575	5222	3947
17	56.3	53.4	3325	0	6377	6029
18	55	62.6	0	3922	6590	7737
19	75.5	50.4	0	1952	213	1434
20	63	52.7	912	0	0	0
21	63.1	61.2	8290	306	2598	522
22	71.3	64.5	493	876	0	1033
23	62.8	70.8	8903	0	8286	197
24	65.9	74.3	676	0	6557	3866
25	72	51.4	910	6532	5416	780
26	86.9	60.6	8227	407	2084	6130
27	87.9	61.4	316	384	1252	472
28	96.2	83.5	0	888	0	5691
