# ee5ed8e1-95d5-4f8d-bb80-8bd343b3c65a
4	4	5	19	10
0	140.8	86.9	113
88.1	0	89.4	29
36.9	101	0	56
38.4	140.8	64.4	0
1	20632	5	1
2	12239	4	2
3	22068	1	3
4	20196	4	3
5	17136	5	2
6	17747	2	4
7	13278	1	4
8	14085	5	4
9	24013	4	1
10	12669	2	3
1	10	12.5	6983	131494	10498	20091
2	91.5	10.5	14842	82836	17950	19885
3	8.7	87.5	23139	194235	34924	32474
4	94.1	88.3	0	449	0	0
1	12.5	15
2	90.6	12.1
3	11.5	86.6
4	85.5	88.1
5	12.2	6.6
1	20.3	18.6	1300	2152	3924	1276
2	66.7	25	2372	2716	3167	1621
3	43.2	42.4	2360	0	0	1632
4	80.6	62.9	2949	3685	2269	1664
5	88	53.8	2785	174063	1280	1637
6	75.8	56.2	0	1939	2171	1887
7	60	75.7	3078	2494	2763	2632
8	27.4	13.7	0	174063	1550	0
9	76.7	45	3383	1400	3293	3015
10	63.9	57.1	2202	3232	3711	1217
11	44.6	87.1	0	1461	1174	1210
12	19.5	21.3	3468	2992	3804	3504
13	98	75.6	3567	0	2170	2117
14	66.2	54.4	0	0	2532	2182
15	71.4	82	3418	1327	3548	25325
16	76	35.2	3199	0	1507	3077
17	80.1	61.6	2432	0	3923	1650
18	70.4	25	1485	1246	3638	3005
19	27.2	25.8	1795	1149	1701	1702
