# 353a033c-ff71-4648-a4f1-331b82b4e3ae
4	1	3	42	9
0	25.9	91.6	58.3
68.4	0	36.5	137.1
61.2	149	0	97.8
80.5	118.8	83.4	0
1	1585	1	4
2	2822	1	1
3	2556	2	3
4	3156	1	3
5	3591	3	1
6	19924	3	1
7	24479	2	3
8	2887	2	2
9	5499	1	3
1	12.9	41.5	67227	53908	111365	82142
1	81.4	33.3
2	7.2	68.8
3	5.1	97.8
1	8.5	37.2	2124	0	0	0
2	71.3	24.8	1842	0	0	0
3	60.7	6.6	3017	0	0	1894
4	47.2	32.2	0	3662	0	0
5	98.2	75.1	0	0	0	1419
6	94.1	50.6	0	1784	2245	3866
7	15.5	59.5	0	2102	0	1869
8	87.6	95.2	0	0	3651	1072
9	75.9	49.9	0	0	3236	0
10	68.5	47.1	3709	0	0	3973
11	18.5	12.3	0	0	1918	0
12	73.1	39.4	0	0	0	3280
13	54.9	75.4	0	0	0	1695
14	17.9	99.6	2180	0	0	1004
15	91.8	73.7	0	0	1623	2772
16	24.7	32.5	2749	0	0	0
17	23.9	67.2	3776	2469	0	2793
18	17.5	82	0	0	1852	2243
19	31	18.1	2120	2347	0	1840
20	24.9	84.7	3715	0	0	0
21	47.1	78.6	3519	0	0	0
22	54.3	26.9	0	3562	3133	0
23	1.3	69.3	0	2736	1723	0
24	42.1	74.9	1839	0	35795	0
25	13	16.7	0	0	0	3199
26	92.1	54.3	0	0	0	3788
27	28.9	10.1	1069	1629	0	0
28	80.6	30.1	0	3410	0	0
29	81.2	50.3	0	0	2417	0
30	57.1	48.1	0	3267	0	0
31	76.6	80.1	2938	0	0	0
32	77.9	12.8	0	3233	0	3237
33	39.7	86.6	0	2346	2556	0
34	0.9	77	0	0	0	2155
35	74	58.6	0	0	2045	1885
36	16.1	95.6	2807	1633	0	3943
37	57.4	16.4	3434	0	3653	0
38	7	98	1787	0	0	0
39	8.3	13.9	0	0	0	2875
40	87.2	26.7	0	0	1647	1280
41	6.6	46.7	0	0	1517	0
42	73.3	24.5	0	0	1600	0
