# 7c228703-54d3-41c0-b693-68620f00242c
1	8	3	25	5
0
1	2156	3	1
2	2655	1	1
3	2616	3	1
4	3916	2	1
5	2354	1	1
1	44.4	47	19009
2	87.8	1.1	34757
3	1.2	12.4	32423
4	12.1	16.9	48377
5	68.4	59.9	45145
6	25.5	11.9	63699
7	76.7	68.4	96471
8	10.1	21.4	0
1	26.3	46.6
2	34.6	28.6
3	13.6	76.8
1	15.6	90.9	6147
2	47.9	34.8	4098
3	97.7	52.3	5800
4	27.6	10.4	6014
5	16.3	96.8	4071
6	93.7	24.2	5732
7	66.9	50.4	6747
8	8.7	88.4	5560
9	77.2	98.8	8800
10	37.7	32.8	7303
11	61.1	60.8	6202
12	2.2	45.3	7742
13	3.5	84.3	8531
14	44.6	85.1	5218
15	55.1	44.5	6490
16	17.9	53.5	7597
17	47.5	7.8	7381
18	2.2	21.9	7911
19	47.5	100	4321
20	79.9	73.6	5846
21	10.8	55.5	7419
22	97.4	30.9	5947
23	95.2	3.8	4608
24	6.4	94.9	4694
25	71.8	74.3	7839
