# 539ad4ca-5749-4272-b8a3-2e3c250fc8a2
2	8	4	46	5
0	408.8
46.9	0
1	12785	1	2
2	24426	4	1
3	15403	4	2
4	11272	2	1
5	17442	1	2
1	10	13.6	8287	15567
2	93.4	20.7	13707	11713
3	7.1	99.5	14052	10981
4	92.8	93.8	16479	24857
5	3.9	11	18722	25817
6	86.1	16.4	22941	18572
7	10.4	87	42190	39972
8	92.8	95.5	0	0
1	11.5	13.4
2	100	19.4
3	9.3	98.2
4	75.6	95.1
1	79.6	29	2856	0
2	34.5	42.7	3109	0
3	22.3	32.8	2571	3937
4	57.6	54.6	1733	0
5	31.1	59.2	0	3270
6	52.4	89.1	3996	0
7	27.6	31.6	1920	0
8	51	69.5	3893	2413
9	42.7	51	2144	3504
10	67.2	72.4	3293	3386
11	31.6	46	1207	3204
12	52	47.4	1169	2653
13	38.7	97.7	3785	3060
14	62.3	66.2	2548	1609
15	76.1	30.8	3987	1405
16	59.7	87.6	2566	0
17	60.7	66.8	2883	2015
18	45.4	63.9	3189	3133
19	64	40.6	0	2194
20	48.9	94.7	3948	3789
21	50.1	85.4	0	3736
22	83.7	83.4	3067	0
23	40.1	70.7	0	1136
24	72	75.7	2128	0
25	29.6	20.1	1762	3308
26	32.6	75.7	1765	0
27	50.1	33.2	2143	3987
28	46	49.8	1557	2693
29	52.7	33.8	3174	0
30	34.7	69.9	0	3854
31	75.5	39.5	0	2312
32	55.2	68.6	3702	1613
33	33.4	30.6	1607	2353
34	58	61.3	0	3947
35	65.7	51.7	1585	0
36	59	60.1	1956	2831
37	71.2	82.3	0	3157
38	70	59.8	0	2694
39	38.5	54.7	0	3361
40	50.8	36.8	2167	3117
41	32.2	77.9	1943	0
42	56.9	38.5	2754	0
43	83.6	88.3	1611	0
44	65.6	85.7	3131	0
45	67.3	61.7	0	1445
46	70.5	59.9	2686	0
