# 8e9ec84f-e428-45d7-bc0a-bffe1d5ad976
5	6	5	34	9
0	47.9	135	122.4	49.1
76	0	62	124.4	57.9
144.2	65.1	0	108	97.7
149.9	100.7	71.5	0	88.4
75.2	80.3	55.9	97	0
1	4808	3	3
2	7911	3	3
3	8719	5	5
4	1770	1	2
5	23248	3	2
6	7621	5	5
7	8195	5	5
8	20929	1	2
9	17989	1	3
1	11.2	9.6	11069	27736	11324	21170	22970
2	91.4	12.2	19012	31368	22502	20124	15575
3	4.1	96.1	27764	38901	33428	30367	42320
4	88.2	86.3	39977	37437	21054	41646	53657
5	3.6	17.8	33554	63801	49332	29129	66073
6	92.3	12	0	0	0	0	0
1	4.6	0
2	100	23.5
3	4.2	86.6
4	83.5	82.4
5	15.4	24.2
1	7.9	21.9	414	0	0	7643	6178
2	7.3	17.5	3657	7365	417	0	0
3	24.5	15.4	4249	675	6159	602	615
4	10.7	28.5	4075	0	2067	1952	558
5	23.5	23.6	923	3573	7784	401	8300
6	29.9	31.4	0	259	1952	0	0
7	24.7	34.3	191	8269	6771	0	2600
8	14.8	24.6	0	690	0	7541	4621
9	27.6	32.8	2361	817	3379	7326	5205
10	47.8	40.6	2408	0	520	4000	0
11	27.4	28.2	2791	5803	6283	0	2850
12	37	42.2	453	0	0	2340	991
13	32	50.7	3687	1472	0	2273	2975
14	47.6	39.4	3114	1628	0	819	0
15	37.1	50.4	6692	2933	733	145	390
16	56	40.1	0	955	587	0	374
17	43	58.2	0	3738	0	0	0
18	60	44.3	3192	680	5383	3290	0
19	47.3	57.3	0	2036	4311	3927	379
20	59.5	71.6	0	6978	2494	0	5759
21	68.6	66.4	5194	3831	0	3047	2683
22	50.6	67	1344	6787	3064	568	2948
23	55.2	71.2	8784	3195	0	0	2962
24	60.4	71.2	3580	629	0	918	0
25	74	70.1	106	3956	0	0	3505
26	70.3	59.9	8924	4930	0	0	8492
27	72.3	59.4	440	5363	3980	7852	385
28	76.7	74.1	649	6132	199	0	1177
29	69.3	72.4	103	4081	7913	5880	6708
30	86.9	68.5	3348	1850	2599	3709	6128
31	82.7	70.9	1192	982	0	7365	7210
32	88.8	64.6	2420	739	395	0	7314
33	78	80.6	6245	0	955	0	8833
34	98.4	82.7	377	8457	7659	383	0
