# 9be8cae6-ea94-40c2-9a88-a6414236213f
4	6	3	33	7
0	88.5	102.5	118.3
121.3	0	100.5	48.7
59.4	67.3	0	94.9
135.4	110.1	40.5	0
1	6429	3	3
2	2234	3	2
3	21756	3	1
4	21603	3	1
5	3208	1	1
6	18463	2	1
7	1123	1	4
1	2.9	13.6	11503	9058	12032	22027
2	91	6.9	17246	12041	10877	17684
3	9.5	88.7	20576	26226	21069	33037
4	91.1	86.1	33260	17459	23437	32089
5	6.2	7.2	51432	30363	49479	40443
6	89.6	10.3	0	0	0	0
1	0	22.4
2	79.1	0
3	22.6	77.1
1	28.7	34.9	978	482	4270	340
2	0	40.2	0	5024	3362	2886
3	7.7	46.5	496	940	470	100
4	0	32.2	7998	379	0	0
5	0	33.2	438	5949	0	3493
6	45.1	33.9	4337	179	3016	497
7	2.8	21.5	445	2047	725	4982
8	82.8	57.3	155	137	0	0
9	18.3	47.2	422	979	8585	6983
10	63	48.4	0	3635	6235	5855
11	44.9	4	201	2050	294	848
12	72	52.6	0	0	0	2178
13	69.8	39.1	739	0	5605	3134
14	74.1	47.6	1245	1979	3129	3217
15	70.5	68.7	459	7440	456	0
16	55.2	33.4	865	2864	1550	163
17	70.2	75.7	3834	8131	3791	8401
18	49.4	49.6	1827	0	0	2883
19	67	58.1	6866	1950	0	695
20	59.9	69.3	5510	2960	3328	3880
21	16	48.7	198	119	0	5425
22	74.5	56.8	5049	4297	3513	2028
23	49.2	36.1	2623	5025	430	0
24	45.9	74.5	0	2828	0	0
25	27.2	33.8	6552	675	0	5659
26	79.3	40.6	0	0	633	0
27	73.5	70.6	5604	0	6357	7813
28	52.7	30.1	0	0	375	0
29	26.1	28.6	5832	598	2732	623
30	66.1	72.8	0	673	315	6558
31	58.5	29	0	1974	0	1177
32	74.7	55.5	0	356	2422	0
33	49	28.8	1495	0	3480	0
