# d16484f2-e8ed-49e1-8980-ecc4768e83b6
4	7	5	32	9
0	1950.5	886.5	1329.2
1025.9	0	783.1	506.7
1557.9	2207.3	0	2090.8
1700.4	876.9	2179.4	0
1	24897	5	1
2	20817	1	4
3	13724	4	3
4	18336	4	4
5	10074	3	4
6	24356	3	1
7	14832	1	1
8	13058	2	3
9	10835	5	1
1	46	61.1	32238	3200	11305	15988
2	40.8	82.5	28251	5118	10557	23219
3	73.5	77.1	52751	4850	12836	35273
4	29.6	2.8	39110	7840	11796	27131
5	34.7	93.3	60041	10824	25914	76225
6	27	95.8	97986	13258	38452	95007
7	67.1	90	0	0	0	0
1	23.4	77.1
2	37.7	11.5
3	99.2	42.6
4	87.1	48.7
5	50.8	66.2
1	61.1	63.6	2277	0	2534	1513
2	51.3	40.1	0	0	3850	0
3	94.3	7.2	1919	0	2566	2926
4	13.8	1	0	1230	1254	2623
5	90.9	10.4	3272	0	1761	3947
6	14.1	31.1	3501	1157	2359	3460
7	18.7	30.5	0	1367	3258	0
8	83.1	61.7	0	0	2262	0
9	69.7	40	1654	0	0	0
10	7.7	18.7	2923	0	3933	0
11	30.4	73.8	150929	0	2907	3759
12	50.5	26.6	0	2639	0	1097
13	11.6	86.9	2737	3888	3008	0
14	82.9	31.8	0	1656	0	117021
15	6	31.8	1085	0	1109	1062
16	60.2	39.3	0	0	0	3686
17	81.1	20.6	0	0	0	2572
18	87.9	61.2	3252	1596	1429	2954
19	43.6	49.2	3007	1294	1987	0
20	79	37.7	1375	1139	0	2105
21	84.8	87.4	0	0	1101	3183
22	11.1	7.7	2295	1376	0	2065
23	70.2	17.5	1915	1032	2678	3573
24	1.9	55.6	0	1170	3732	0
25	83.9	28.3	1632	3848	0	0
26	60.9	90.5	0	3364	3872	0
27	94.5	15.5	2243	2983	3920	1572
28	73.5	9.2	3024	0	0	2994
29	45.2	62.8	2244	0	2531	1822
30	15	48.1	1421	1498	2261	1070
31	48.8	42.6	1729	0	2301	0
32	46.4	61.6	3881	1619	0	0
