# 5d623f5a-3fc9-4169-98c4-5435103d0c86
6	7	3	10	9
0	354	390.8	456.1	247.5	449.4
287.3	0	440.8	491.9	402.9	185.3
164.5	390.7	0	289.9	219.5	336.1
169.5	402.7	197.5	0	259.7	461
180.9	188	478.3	415.6	0	252.4
282.9	496.2	286.9	167.2	207.6	0
1	16048	2	5
2	19648	1	5
3	16442	2	5
4	17392	3	2
5	21113	3	5
6	12918	1	5
7	14299	2	6
8	13464	2	1
9	23071	1	4
1	47.2	0.2	4959	24675	6719	37917	3951	19085
2	36.3	50.7	6632	32848	9080	85548	4181	31091
3	3.5	70.1	6444	26238	5607	93067	3198	39499
4	92	18.6	10478	35847	14356	107436	5100	35482
5	40.2	53.2	11480	49934	16134	138261	10583	60635
6	66.4	58.4	15568	62313	24502	170621	17556	84106
7	65	91.5	0	0	0	0	0	0
1	49.1	82.5
2	32.6	42.8
3	33.9	41.7
1	65.9	2.8	8861	4098	0	4868	0	0
2	63.5	43.3	5354	103054	0	154395	0	5680
3	26.1	80.1	6843	0	8933	0	0	6702
4	51.5	3.6	0	4076	4953	4927	0	8758
5	3.7	32	0	7863	0	6455	0	4416
6	51.8	59.6	0	4744	0	154395	7737	0
7	99.9	72.6	7426	8970	6312	5430	8093	4709
8	55.2	6.1	4721	0	7646	6841	0	0
9	81.2	99	0	0	8181	8969	5824	154395
10	28.7	54.5	0	8415	0	4733	0	4199
