# 6a55c8c3-8f28-407c-a85c-2fbc4a0c2cfc
4	5	2	23	1
0	498.4	394.4	199.1
166.5	0	308.2	271.8
187.8	212	0	448.2
227	309.7	434.2	0
1	22101	1	2
1	9.1	7	27341	9879	25532	14641
2	99.4	9.7	26903	16602	26276	29759
3	5.7	96.2	45678	21800	23565	34065
4	90.4	79.3	59010	26080	51442	70014
5	7.1	7.1	0	0	0	0
1	0.1	8.6
2	100	25.3
1	33.8	81.6	2386	1129	197	1389
2	80.8	92.1	230	5143	1073	3466
3	64.8	64.3	3594	4082	22101	570
4	37.3	71.4	917	7302	3917	716
5	64.5	54.5	22101	4930	970	7873
6	43.9	80.2	0	2991	8991	478
7	41	76.6	955	5483	312	22101
8	77.7	27.5	265	936	469	848
9	87.8	57.4	927	1675	393	22101
10	70.6	55.4	0	0	0	1327
11	100	62.2	3359	3538	0	5089
12	44.1	77.3	2895	225	2354	3374
13	38.8	82.8	3388	655	5219	0
14	86.3	88.9	953	5902	22101	7064
15	16	92.6	4269	1333	7217	0
16	82.5	56.6	5411	3263	0	3731
17	82.8	43.3	1217	335	4501	0
18	40.9	54.5	878	911	3661	7698
19	72.4	43.6	666	0	16522	8829
20	82	70.3	22101	2478	0	8733
21	39.3	53.9	3186	1730	0	0
22	73.1	78.6	0	704	633	0
23	39.1	42.4	22101	6023	7133	0
