# 65dc932a-1596-454c-9e8c-01fa2bccda0a
2	8	3	36	1
0	276.1
294	0
1	7201	1	1
1	18.5	70	15072	16645
2	16.8	56.1	12456	25476
3	28.6	15.8	15288	30235
4	38.5	49.1	20766	28208
5	13	21	46138	26812
6	69.2	57	32372	59127
7	22	82.1	70214	92186
8	5.9	78.3	0	0
1	73.2	73.8
2	86.5	41.8
3	0.9	1.7
1	19.5	27	4484	0
2	37.4	90.2	4758	5362
3	95.7	97.9	5453	0
4	85.6	9.1	6862	0
5	26.7	37.2	5288	0
6	2.7	14.5	0	6017
7	91	86.1	5642	4748
8	36.9	86.2	4902	0
9	58.9	75.1	5509	6440
10	14	27.4	6817	0
11	45.1	71.8	0	4013
12	22.7	48.2	4731	6079
13	2.2	29.4	0	7100
14	16.2	34	5669	0
15	70.8	30	0	5761
16	27.4	37.8	0	5156
17	95.1	41	5015	6210
18	26.4	95.1	0	5876
19	38.8	31.2	5380	0
20	61.9	84.7	7201	403
21	80	80.5	6553	0
22	49	9.2	5976	0
23	46.4	63.8	0	4862
24	58.7	68.6	0	4915
25	26.2	34.8	0	6955
26	86.7	29.1	0	4237
27	60.5	14.8	6522	0
28	41.4	22.3	6609	0
29	17.9	95.8	0	6170
30	66.1	57.1	0	4692
31	22.9	75.4	5938	4477
32	18.3	77.7	0	4755
33	20.1	61.9	0	6435
34	96.3	44.9	0	6121
35	61.7	46.1	5028	0
36	75	80.4	6513	0
