# 92c50cfb-1ad3-448f-88a4-beaf3effa886
2	7	2	29	8
0	111.9
40.3	0
1	20859	1	1
2	11402	2	1
3	22979	2	2
4	23313	1	2
5	15704	1	1
6	18689	1	2
7	21162	1	1
8	20247	1	2
1	89.2	27.6	21727	6735
2	71.8	8.6	22295	11401
3	80	67.8	18481	9773
4	86	84.9	22905	18286
5	14.3	5.3	52279	22118
6	13.1	49.5	49789	24596
7	15.2	36.6	0	0
1	57	33
2	0.2	17
1	7.4	2.9	3671	0
2	19.8	72.3	0	2193
3	49	51.4	1517	1637
4	28.9	75.5	3045	0
5	49.9	53.9	0	3769
6	88.9	89.4	3171	1291
7	16.2	50.4	2434	1476
8	43.3	48.8	2081	0
9	40.1	46.8	2273	0
10	85.5	26.7	0	2894
11	13.8	27.2	3715	0
12	98.7	78.1	0	2146
13	32.6	62.3	0	1896
14	73.3	54.9	66082	3188
15	89.1	18.8	3698	1511
16	52.8	44.4	2302	3298
17	72.8	57.2	2534	1069
18	75.1	66	0	2536
19	58.3	88.3	1563	0
20	99.3	74.5	0	3316
21	85.3	17.3	0	1432
22	83.8	0.5	0	1641
23	53.3	67.8	2431	1122
24	89.8	11.2	0	1520
25	50.5	98.8	0	1702
26	75.3	9.1	1015	1531
27	94.5	24.4	1384	1009
28	46.9	27.1	2056	3596
29	61.6	41	0	3611
